Title	Barcode	Email	Library	RBID	Checkouts	Time Period	Current Issue Default	Status	Checkout Date	Issue Date
750g				RBZ0006132	0	Monthly	2500	Inactive		
Interview				RBZ0006136	0	Monthly	2500	Inactive		
Quilts From Around The World				RBZ0006137	0	Monthly	2500	Active		
How to Shop Like a Chef				RBZ0006139	0	Monthly	2500	Active		
Stuff Germany				RBZ0006152	0	Monthly	2500	Inactive		
Capital Entrepreneur 資本企業家				RBZ0006161	0	Monthly	2500	Active		
Robb Report Watch Collector				RBZ0006163	0	Monthly	Unlimited	Active		
Elle Decoration Country				RBZ0006166	0	Monthly	2500	Active		
Cosmo Body				RBZ0006167	0	Monthly	2500	Active		
Art & Décoration				RBZ0006171	0	Monthly	2500	Active		
ELLE France				RBZ0006176	0	Monthly	2500	Active		
ELLE à Table				RBZ0006177	0	Monthly	2500	Active		
ELLE Décoration France				RBZ0006178	0	Monthly	2500	Active		
Mon Jardin Ma Maison				RBZ0006185	0	Monthly	2500	Inactive		
Parents				RBZ0006186	0	Annually	Unlimited	Inactive		
Paris Match				RBZ0006187	0	Monthly	2500	Active		
Première				RBZ0006188	0	Monthly	2500	Active		
Public				RBZ0006190	0	Monthly	2500	Active		
50 Things No Man Should Be Without				RBZ0006191	0	Monthly	2500	Active		
PC Gamer Presents World of Tanks				RBZ0006192	0	Monthly	500	Active		
Gli speciali di Focus Storia: Lirica				RBZ0006196	0	Monthly	200	Active		
Sarie Sjokolade				RBZ0006197	0	Monthly	2500	Active		
Metro Weddings				RBZ0006200	0	Monthly	2500	Active		
The Responsive Web Design Handbook				RBZ0006202	0	Monthly	500	Active		
Zest's Best Body Manual				RBZ0006205	0	Monthly	2500	Active		
Esquire Summer Style Guide 2013				RBZ0006206	0	Monthly	2500	Active		
Yummy must-eat Meats				RBZ0006211	0	Monthly	500	Inactive		
Senior's Edition: iPad				RBZ0006213	0	Monthly	1000	Active		
The official Lions magazine 2013				RBZ0006214	0	Monthly	2500	Active		
I Saw Da Sign				RBZ0006217	0	Monthly	500	Inactive		
Tour 2013				RBZ0006218	0	Monthly	2500	Active		
Nanyou Singapore				RBZ0006226	0	Monthly	2500	Inactive		
Nuyou Time Singapore				RBZ0006227	0	Monthly	2500	Inactive		
Her World Fit & Fab				RBZ0006228	0	Monthly	2500	Active		
The New Yorker				RBZ0006233	0	Weekly	500	Active		
Marie Claire Maison HS				RBZ0006236	0	Monthly	200	Inactive		
Vanity Fair UK				RBZ0006237	0	Monthly	500	Active		
Decanter Bordeaux 2013				RBZ0006238	0	Monthly	2500	Active		
Nick Cave - The Ultimate Music Guide				RBZ0006239	0	Monthly	2500	Active		
Cicero Wahl Spezial				RBZ0006241	0	Monthly	2500	Inactive		
All About History				RBZ0006251	0	Monthly	1000	Active		
Complete Training Guide Thai Edition				RBZ0006258	0	Monthly	2500	Active		
The Ultimate Guide To Fat Loss				RBZ0006259	0	Monthly	2500	Active		
Top Gear South Africa				RBZ0006261	0	Monthly	2500	Active		
INTERFACE				RBZ0006262	0	Monthly	2500	Active		
Vogue服饰与美容 Collections				RBZ0006263	0	Monthly	2500	Active		
Samsung Galaxy: The Complete Manual				RBZ0006265	0	Monthly	1000	Active		
Palm Beach Illustrated				RBZ0006269	0	Monthly	500	Active		
Le Guide di Focus Salute				RBZ0006270	0	Monthly	200	Active		
Woman & Home Feel Good You				RBZ0006271	0	Monthly	2500	Active		
会社四季報プロ500				RBZ0006273	0	Quarterly	2500	Active		
Forbes México				RBZ0006275	0	Monthly	2500	Active		
Kayak FISH				RBZ0006278	0	Monthly	2500	Inactive		
Mollie Makes Home				RBZ0006279	0	Monthly	500	Active		
Sweet 3				RBZ0006280	0	Monthly	500	Active		
Women on Wheels				RBZ0006286	0	Monthly	2500	Active		
Yummy Healthy at Home				RBZ0006290	0	Monthly	500	Inactive		
Wedding Guide				RBZ0006291	0	Monthly	2500	Active		
Allrecipes				RBZ0006296	0	Monthly	500	Active		
The Rolling Stones				RBZ0006298	0	Monthly	2500	Active		
Naples Illustrated				RBZ0006301	0	Monthly	500	Active		
Elle Portugal				RBZ0006302	0	Monthly	2500	Active		
Triathlon & Multi Sports Magazine Guide to Tour De France				RBZ0006303	0	Monthly	2500	Inactive		
National Geographic Magazine Portugal				RBZ0006304	0	Monthly	2500	Active		
Histoire & Civilisations				RBZ0006306	0	Monthly	2500	Inactive		
Triathlon & Multi Sport Magazine - Ultimate Training Guide				RBZ0006307	0	Monthly	2500	Inactive		
InStyle - España				RBZ0006308	0	Monthly	2500	Active		
Clara				RBZ0006310	0	Monthly	2500	Active		
Saber Vivir				RBZ0006311	0	Monthly	2500	Active		
Cuerpomente				RBZ0006312	0	Monthly	2500	Active		
GQ Style South Africa				RBZ0006313	0	Monthly	2500	Active		
Prima Summer Food 2013				RBZ0006314	0	Monthly	2500	Active		
Condé Nast House & Garden GOURMET South Africa				RBZ0006316	0	Monthly	2500	Inactive		
Vanity Fair France				RBZ0006317	0	Monthly	2500	Active		
ImagineFX Presents Fantasy Illustrator				RBZ0006318	0	Monthly	500	Active		
YOU Do It Yourself				RBZ0006319	0	Monthly	2500	Active		
Huisgenoot Selfdoen				RBZ0006320	0	Monthly	2500	Active		
Huisgenoot Beste Resepte Poedings				RBZ0006321	0	Monthly	2500	Active		
YOU Best Recipes Puddings				RBZ0006322	0	Monthly	2500	Active		
YOU Play - 10 minute puzzles				RBZ0006323	0	Monthly	2500	Active		
Huisgenoot Speel - 10 minuut raaisels				RBZ0006324	0	Monthly	2500	Active		
Expert Android Volume 1				RBZ0006325	0	Monthly	1000	Active		
The Gardener Magazine				RBZ0006326	0	Monthly	2500	Active		
Die Tuinier Tydskrif				RBZ0006327	0	Monthly	2500	Active		
Ski-Boat				RBZ0006332	0	Monthly	500	Inactive		
Flyfishing				RBZ0006333	0	Monthly	500	Inactive		
Landbou Boerekos				RBZ0006334	0	Monthly	2500	Active		
Nostrofiglio - Speciale Bimbi in Viaggio				RBZ0006336	0	Monthly	200	Active		
Fortean Times MythConceptions				RBZ0006341	0	Monthly	2500	Active		
The Independent Guide to the Apple Macbook				RBZ0006342	0	Monthly	2500	Active		
Improve Your Presentation Technique				RBZ0006345	0	Monthly	2500	Active		
Improve Your Interview Technique				RBZ0006346	0	Monthly	2500	Active		
The Complete PC Gamer Reviews Guide				RBZ0006349	0	Monthly	500	Active		
Nexus for Beginners				RBZ0006350	0	Monthly	1000	Active		
CLUTCH Magazine 日本語版				RBZ0006356	0	Annually	Unlimited	Active		
Muy Interesante Extra Historia				RBZ0006366	0	Monthly	2500	Inactive		
Gli speciali di Focus Storia: ETRUSCHI E POPOLI ITALICI				RBZ0006367	0	Monthly	200	Active		
Liverpool FC v Melbourne Victory FC				RBZ0006372	0	Monthly	2500	Active		
Private Lessons Magazine				RBZ0006373	0	Monthly	2500	Inactive		
New Scientist International Edition				RBZ0006375	0	Monthly	500	Active		
New Scientist Australian Edition				RBZ0006376	0	Weekly	500	Active		
Tuis Tuin				RBZ0006380	0	Monthly	2500	Active		
Home Gardening				RBZ0006381	0	Monthly	2500	Active		
iPad mini For Beginners				RBZ0006385	0	Monthly	1000	Active		
iPhone: The Complete Manual (A5)				RBZ0006386	0	Monthly	1000	Active		
Raspberry Pi for Beginners				RBZ0006387	0	Monthly	1000	Active		
Entrepreneur It's your Money				RBZ0006388	0	Monthly	500	Inactive		
Real Home Ideas Specials				RBZ0006389	0	Monthly	500	Inactive		
iPad User Magazine				RBZ0006390	0	Monthly	500	Active		
Wellbeing Running				RBZ0006391	0	Monthly	2500	Active		
Wellbeing Organic Garden Project Book				RBZ0006392	0	Monthly	2500	Active		
Complete Wedding Sydney				RBZ0006395	0	Monthly	2500	Inactive		
Complete Wedding Melbourne				RBZ0006396	0	Monthly	2500	Inactive		
Woman Royal Baby Souvenir issue				RBZ0006409	0	Monthly	2500	Active		
Samsung Galaxy For Beginners				RBZ0006410	0	Monthly	1000	Active		
The Nikon Camera Book				RBZ0006411	0	Monthly	1000	Active		
Marie Claire Runway				RBZ0006417	0	Monthly	2500	Active		
Baseball Digest				RBZ0006422	0	Monthly	500	Active		
F-111				RBZ0006423	0	Monthly	2500	Active		
Australian Mountain Bike				RBZ0006424	0	Monthly	2500	Active		
Depeche Mode - The Ultimate Music Guide				RBZ0006425	0	Monthly	2500	Active		
Football				RBZ0006426	0	Monthly	2500	Active		
Candy Fan Mag: Daniel				RBZ0006430	0	Monthly	500	Inactive		
Monopol München				RBZ0006433	0	Monthly	2500	Inactive		
Men’s Health Summer Training Guide				RBZ0006434	0	Monthly	2500	Active		
How to Connect Your Apple Stuff				RBZ0006455	0	Monthly	2500	Active		
Computer Active Make Your PC Faster Than Ever				RBZ0006456	0	Monthly	2500	Active		
Viz Fat Slags Bumper Special				RBZ0006457	0	Monthly	2500	Active		
Start Your Own Successful Business				RBZ0006458	0	Monthly	2500	Active		
Build Rock Hard Abs				RBZ0006459	0	Monthly	2500	Active		
A brief guide to Apple TV				RBZ0006460	0	Monthly	2500	Active		
A brief guide to Connecting your Apple gear				RBZ0006461	0	Monthly	2500	Active		
A brief guide to iTunes 11				RBZ0006462	0	Monthly	2500	Active		
A brief guide to MacBooks				RBZ0006464	0	Monthly	2500	Active		
The Royal Baby				RBZ0006467	0	Monthly	2500	Active		
Big League magazine - 40 years special				RBZ0006469	0	Monthly	2500	Active		
Piano For Beginners				RBZ0006470	0	Monthly	1000	Active		
Algarabía Niños				RBZ0006474	0	Monthly	2500	Active		
This is London: The Making of London Fashion Week				RBZ0006475	0	Monthly	2500	Active		
Country Living Bookazine Handmade Style				RBZ0006483	0	Monthly	2500	Active		
The Knitter: Lace Collection				RBZ0006484	0	Monthly	500	Active		
Horse & Hound (NZ & AUS)				RBZ0006485	0	Monthly	2500	Active		
Weg! Platteland				RBZ0006486	0	Monthly	2500	Active		
go! Platteland				RBZ0006487	0	Monthly	2500	Active		
go! Real Food				RBZ0006488	0	Monthly	2500	Active		
Candy: One Direction				RBZ0006492	0	Monthly	500	Inactive		
EVEN　イーブン				RBZ0006494	0	Monthly	2500	Active		
50 Dream Rooms				RBZ0006495	0	Monthly	2500	Active		
Drew League				RBZ0006496	0	Monthly	Unlimited	Active		
Think! シンク!				RBZ0006497	0	Quarterly	2500	Active		
Fight! Magazine Australia - Ultimate Training Guide Magazine				RBZ0006498	0	Monthly	2500	Inactive		
Summer Shape Up Guide				RBZ0006499	0	Monthly	2500	Inactive		
Ripped				RBZ0006500	0	Monthly	2500	Inactive		
HELLO! Prince George Souvenir Edition				RBZ0006503	0	Monthly	2500	Active		
YOU Household Tips				RBZ0006508	0	Monthly	2500	Active		
YOU Microwave Magic				RBZ0006509	0	Monthly	2500	Active		
YOU Food in a Flash				RBZ0006510	0	Monthly	2500	Active		
YOU Healthy Delights				RBZ0006511	0	Monthly	2500	Active		
YOU Readers 100 Best Chicken Recipes				RBZ0006512	0	Monthly	2500	Active		
Huisgenoot Huishoudelike Wenke				RBZ0006513	0	Monthly	2500	Active		
Huisgenoot Maklik in die mikro				RBZ0006514	0	Monthly	2500	Active		
Huisgenoot Kortpadkos				RBZ0006515	0	Monthly	2500	Active		
Huisgenoot Heerlike dieetkos				RBZ0006516	0	Monthly	2500	Active		
Huisgenoot Lesers 100 beste hoenderresepte				RBZ0006517	0	Monthly	2500	Active		
VW Camper & Bus				RBZ0006519	0	Monthly	2500	Active		
Sporting Gun				RBZ0006520	0	Monthly	2500	Active		
Look				RBZ0006521	0	Weekly	2500	Inactive		
会社四季報業界地図				RBZ0006544	0	Monthly	2500	Active		
NME Special Collectors’ Magazine: Arctic Monkeys				RBZ0006546	0	Monthly	2500	Active		
What Camera & Lens				RBZ0006547	0	Monthly	2500	Active		
Photo Technique				RBZ0006548	0	Monthly	2500	Inactive		
Dream Christmas				RBZ0006549	0	Monthly	2500	Active		
会社四季報臨時増刊				RBZ0006578	0	Quarterly	2500	Inactive		
一橋ビジネスレビュー				RBZ0006579	0	Quarterly	2500	Active		
Samsung Galaxy Tips, Tricks, Apps & Hacks				RBZ0006584	0	Monthly	1000	Active		
Vogue				RBZ0006586	0	Monthly	500	Active		
ImagineFX Presents: The Digital Artist's Survival Guide				RBZ0006588	0	Monthly	500	Active		
Cosmo on Campus				RBZ0006593	0	Monthly	500	Inactive		
Men's Health University				RBZ0006594	0	Monthly	500	Inactive		
Candy Style Special Guide				RBZ0006595	0	Monthly	500	Inactive		
Classic Trucks				RBZ0006611	0	Monthly	2500	Active		
Reason				RBZ0006615	0	Monthly	500	Active		
HELLO! Lifestyle Series				RBZ0006616	0	Monthly	2500	Active		
Cosmopolitan Fashion				RBZ0006624	0	Monthly	2500	Active		
Real People's Crime Confidential				RBZ0006625	0	Monthly	2500	Active		
The Ultimate Forest Friends Cross Stitch Collection				RBZ0006626	0	Monthly	2500	Active		
Your Family Tree Presents Discover your ancestor's occupation				RBZ0006627	0	Monthly	500	Active		
Berty Squiggles Colouring & Scribbles				RBZ0006628	0	Monthly	2500	Active		
Get Your body Back				RBZ0006629	0	Monthly	2500	Active		
The Ultimate Guide to Chromebooks				RBZ0006630	0	Monthly	2500	Active		
The Independent Guide to the Apple iMac				RBZ0006631	0	Monthly	2500	Active		
The Independent Guide to Minecraft				RBZ0006632	0	Monthly	2500	Active		
The Raspberry Pi for kids				RBZ0006633	0	Monthly	2500	Active		
A Brief guide to Creative Design				RBZ0006634	0	Monthly	2500	Active		
Marie Claire @ Work Special				RBZ0006639	0	Monthly	2500	Active		
Focus Guida Lavoro 2013				RBZ0006640	0	Monthly	200	Active		
NZ Hunter				RBZ0006644	0	Monthly	2500	Active		
Shooting Times & Country				RBZ0006652	0	Weekly	2500	Active		
Advanced Photography Camera Skills				RBZ0006653	0	Monthly	2500	Active		
The Small Faces - The Ultimate Music Guide				RBZ0006661	0	Monthly	2500	Active		
Good Housekeeping Christmas Collection				RBZ0006662	0	Monthly	2500	Active		
Cosmo on Campus				RBZ0006663	0	Monthly	2500	Active		
Bicycling - Beginner's Guide to Mountain Biking				RBZ0006669	0	Monthly	2500	Active		
Guitarist Presents - Guide To Effects Pedals				RBZ0006675	0	Monthly	500	Active		
The Complete Guide to the iPhone 5s & 5c				RBZ0006684	0	Monthly	2500	Active		
The 50 Greatest SciFi Icons				RBZ0006686	0	Monthly	1000	Active		
Christmas Crafts				RBZ0006688	0	Monthly	2500	Active		
Harper's Bazaar Art				RBZ0006690	0	Monthly	2500	Active		
Advanced Photography Software Skills				RBZ0006691	0	Monthly	2500	Active		
Guitarist Presents - Buy & Play The Acoustic Guitar				RBZ0006692	0	Monthly	500	Active		
Guitarist Presents - 100 Guitar Heroes				RBZ0006693	0	Monthly	500	Active		
Guitarist Presents - 100 Great Guitars				RBZ0006694	0	Monthly	500	Active		
Shooting Gazette				RBZ0006695	0	Monthly	2500	Active		
Amateur Gardening				RBZ0006696	0	Weekly	2500	Active		
Gli speciali di Focus Storia: Risorgimento				RBZ0006704	0	Monthly	200	Active		
Champions Of The Turf				RBZ0006709	0	Monthly	500	Active		
WegSleep Caravanning Guide				RBZ0006711	0	Monthly	2500	Active		
Men’s Health HOW TO DO EVERYTHING BETTER				RBZ0006712	0	Monthly	2500	Active		
Love Patchwork & Quilting				RBZ0006714	0	Monthly	2500	Active		
Astronomy for Beginners				RBZ0006715	0	Monthly	1000	Active		
Porsche 911: 50th Anniversary Collection				RBZ0006716	0	Monthly	1000	Active		
YOU Chocolate				RBZ0006722	0	Monthly	2500	Active		
Huisgenoot Sjokolade				RBZ0006723	0	Monthly	2500	Active		
YOU Blockbusters				RBZ0006724	0	Monthly	2500	Active		
Huisgenoot Blokraai				RBZ0006725	0	Monthly	2500	Active		
Zest. Healthy You Manual				RBZ0006728	0	Monthly	2500	Active		
Australian Cricket Heroes				RBZ0006733	0	Monthly	2500	Active		
Guitarist Presents - Blues Guitar Heroes				RBZ0006734	0	Monthly	500	Active		
Crochet Nativity				RBZ0006735	0	Monthly	500	Active		
The Mega Drive / SNES Book				RBZ0006736	0	Monthly	1000	Inactive		
Mac OS X: The Complete Manual				RBZ0006737	0	Monthly	1000	Active		
Nexus: The Complete Manual				RBZ0006741	0	Monthly	1000	Active		
Your Family Tree presents: Get started in Military family history				RBZ0006744	0	Monthly	500	Active		
Build a Better Home Network				RBZ0006745	0	Monthly	2500	Active		
RUN YOUR FIRST MARATHON				RBZ0006746	0	Monthly	2500	Active		
Quintessence				RBZ0006766	0	Monthly	100	Active		
Marie Claire: How To Get Amazing Skin Guide				RBZ0006767	0	Monthly	2500	Active		
Yummy Breakfast				RBZ0006768	0	Monthly	500	Inactive		
All About Space Annual				RBZ0006769	0	Monthly	1000	Active		
The Kindle Fire Book				RBZ0006770	0	Monthly	1000	Active		
Candy: Hunger Games - Catching Fire				RBZ0006771	0	Monthly	500	Inactive		
Compétence Mac HS				RBZ0006772	0	Monthly	2500	Active		
就職四季報　姉妹版　「就活生のための後悔しない会社選び」				RBZ0006776	0	Monthly	2500	Active		
Forbes Africa Nelson Mandela Tribute Issue				RBZ0006779	0	Monthly	2500	Active		
3D Art & Design Tips, Tricks & Fixes				RBZ0006783	0	Monthly	1000	Active		
Metro Home's Bed and Bath Special Issue				RBZ0006784	0	Monthly	2500	Active		
iPhone 5s For Beginners				RBZ0006785	0	Monthly	1000	Active		
Частный интерьер. Санкт-Петербург				RBZ0006786	0	Monthly	2500	Active		
Cross Country Travel Guide 2014/15				RBZ0006792	0	Monthly	2500	Active		
Preview: styLIZed				RBZ0006801	0	Monthly	2500	Inactive		
iPad Air for Beginners				RBZ0006803	0	Monthly	1000	Active		
The Digital Art Book				RBZ0006804	0	Monthly	1000	Active		
All About Space Book of the Solar System				RBZ0006805	0	Monthly	1000	Active		
All About History Book of Kings & Queens				RBZ0006811	0	Monthly	1000	Active		
London - The 2015 Guide				RBZ0006815	0	Monthly	2500	Active		
Windows 8 For Beginners				RBZ0006820	0	Monthly	1000	Active		
Australia's Best Landscape & Pool Design				RBZ0006821	0	Monthly	2500	Active		
All About History Book of Historic Leaders				RBZ0006825	0	Monthly	1000	Active		
The Photoshop CC Book				RBZ0006826	0	Monthly	1000	Active		
Vogue Entertaining and Travel				RBZ0006837	0	Monthly	2500	Active		
Inside Soap Yearbook 2014				RBZ0006846	0	Monthly	2500	Active		
triple j - Annual				RBZ0006847	0	Monthly	2500	Active		
The Ultimate Braai				RBZ0006851	0	Monthly	2500	Active		
YOU Tarts				RBZ0006857	0	Monthly	2500	Active		
Huisgenoot Terte				RBZ0006858	0	Monthly	2500	Active		
Maxim South Africa				RBZ0006859	0	Monthly	2500	Inactive		
The Great Outdoors Guide				RBZ0006860	0	Monthly	2500	Active		
The SciFi & Fantasy Art Book				RBZ0006861	0	Monthly	1000	Active		
This Old House				RBZ0006864	0	Monthly	2500	Active		
Bride To Be - Your Day: Best Real Weddings				RBZ0006865	0	Monthly	2500	Active		
Huck				RBZ0006866	0	Monthly	2500	Active		
Little White Lies				RBZ0006867	0	Monthly	2500	Active		
The Complete Guide to the iPad mini 2				RBZ0006868	0	Monthly	2500	Active		
The Complete Guide to the iPad Air				RBZ0006869	0	Monthly	2500	Active		
Prevention Special Edition - Walking for Weight Loss				RBZ0006871	0	Monthly	2500	Active		
Prevention Special Edition - Outsmart Diabetes				RBZ0006872	0	Monthly	2500	Active		
iPhone 5c For Beginners				RBZ0006873	0	Monthly	1000	Active		
Apple User's Gift Guide				RBZ0006876	0	Monthly	500	Active		
The Ultimate Guide to PS4				RBZ0006877	0	Monthly	2500	Active		
Birds & Blooms				RBZ0006880	0	Monthly	500	Active		
The Samsung Galaxy Tab Book				RBZ0006887	0	Monthly	1000	Active		
Xbox One: The Complete Manual				RBZ0006888	0	Monthly	1000	Active		
PS4: The Complete Manual				RBZ0006889	0	Monthly	1000	Active		
Mac OS X Mavericks Genius Guide Vol 1				RBZ0006890	0	Monthly	1000	Active		
iOS7: The Complete Manual				RBZ0006891	0	Monthly	1000	Active		
The Canon Camera Book Volume 1				RBZ0006892	0	Monthly	1000	Active		
Expert iPad Volume 1				RBZ0006893	0	Monthly	1000	Active		
How It Works Book of Incredible Earth				RBZ0006894	0	Monthly	1000	Active		
Ferrari Supercars				RBZ0006896	0	Monthly	2500	Active		
Fix Your Apple				RBZ0006897	0	Monthly	2500	Active		
Getting Started in Digital Photography 5				RBZ0006898	0	Monthly	2500	Active		
Health & Fitness Legs, Bums and Tums				RBZ0006899	0	Monthly	2500	Active		
Home Entertainment				RBZ0006900	0	Monthly	2500	Active		
How to set up an online business 2014				RBZ0006901	0	Monthly	2500	Active		
How to Stay Anonymous Online				RBZ0006902	0	Monthly	2500	Active		
KINDLE & KOBO				RBZ0006903	0	Monthly	2500	Active		
Landrover Defender 2				RBZ0006904	0	Monthly	2500	Active		
Making Money From Photography 2				RBZ0006905	0	Monthly	2500	Active		
Mens Fitness Build a Bigger Chest				RBZ0006906	0	Monthly	2500	Active		
Mens Fitness Workout Manual 2014				RBZ0006907	0	Monthly	2500	Active		
Saga Fit For Life				RBZ0006908	0	Monthly	2500	Active		
The Independent Guide to the Apple iPhone 5C				RBZ0006909	0	Monthly	2500	Active		
The Independent Guide to the Apple iPhone 5S				RBZ0006910	0	Monthly	2500	Active		
The Ultimate Guide to Android Tablets				RBZ0006911	0	Monthly	2500	Active		
The Ultimate Guide to Marathon Running 5				RBZ0006912	0	Monthly	2500	Active		
THE WORLD’S MOST INCREDIBLE TATTOOS				RBZ0006913	0	Monthly	2500	Active		
Ultimate Guide to Amazon Kindle				RBZ0006914	0	Monthly	2500	Active		
Ultimate Guide to Samsung Galaxy 3				RBZ0006915	0	Monthly	2500	Active		
Why is my computer so slow				RBZ0006916	0	Monthly	2500	Active		
The Independent Guide to the Apple iPad Air				RBZ0006917	0	Monthly	2500	Active		
The Independent Guide to the Apple iPad Mini				RBZ0006918	0	Monthly	2500	Active		
Cyclist: The Big Rides				RBZ0006919	0	Monthly	2500	Active		
Cosmopolitan Body 5				RBZ0006920	0	Monthly	2500	Active		
Esquire Big Black Book				RBZ0006922	0	Monthly	2500	Inactive		
Android Advisor				RBZ0006925	0	Monthly	2500	Active		
50+ Decorating Ideas				RBZ0006926	0	Monthly	2500	Active		
The Ultimate Music Guide: Neil Young				RBZ0006927	0	Monthly	2500	Active		
InStyle UK Best Beauty Buys				RBZ0006928	0	Monthly	2500	Active		
Lou Reed - The Ultimate Music Guide				RBZ0006929	0	Monthly	2500	Active		
Seasons				RBZ0006930	0	Monthly	2500	Active		
Cross Country Portuguese				RBZ0006932	0	Monthly	2500	Inactive		
NME Special Collectors' Magazine - Nirvana				RBZ0006942	0	Monthly	2500	Active		
Quilts from Precut Fabrics				RBZ0006956	0	Monthly	2500	Active		
Men's Muscle & Health				RBZ0006957	0	Monthly	2500	Inactive		
Everyday Style				RBZ0006967	0	Monthly	2500	Active		
History Revealed				RBZ0006976	0	Monthly	2500	Active		
Hoop-La!				RBZ0006977	0	Monthly	2500	Active		
The Australian Women's Weekly				RBZ0006978	0	Monthly	2500	Active		
Gourmet Traveller				RBZ0006979	0	Monthly	2500	Active		
Lightning　（ライトニング）				RBZ0006984	0	Monthly	2500	Active		
2nd セカンド				RBZ0006985	0	Annually	Unlimited	Active		
別冊Lightning　 （別冊ライトニング）				RBZ0006986	0	Monthly	2500	Active		
趣味の文具箱				RBZ0007009	0	Annually	Unlimited	Active		
VOGUE Wedding				RBZ0007010	0	Monthly	2500	Active		
iPad: The Complete Manual				RBZ0007011	0	Monthly	1000	Active		
flick!特別編集				RBZ0007012	0	Annually	Unlimited	Active		
The Candy DIY Book				RBZ0007271	0	Monthly	2500	Inactive		
HOW TO DO EVERYTHING IN MINECRAFT				RBZ0007272	0	Monthly	2500	Active		
Cyclist Sportives				RBZ0007273	0	Monthly	2500	Active		
Art New Zealand				RBZ0007274	0	Monthly	2500	Active		
The Best of Design				RBZ0007275	0	Monthly	2500	Active		
Play & Win at Poker The Complete Manual				RBZ0007278	0	Monthly	1000	Active		
Yoga The Complete Manual				RBZ0007279	0	Monthly	1000	Active		
The Adobe Creative Cloud Book				RBZ0007280	0	Monthly	1000	Active		
Raspberry Pi The Complete Manual				RBZ0007281	0	Monthly	1000	Active		
How It Works Book of 101 Amazing Facts You Need To Know				RBZ0007282	0	Monthly	1000	Active		
Bike Maintenance Tips, Tricks & Techniques				RBZ0007283	0	Monthly	1000	Active		
You can make an App				RBZ0007285	0	Monthly	500	Active		
The Ultimate Guide to Minecraft!				RBZ0007286	0	Monthly	500	Active		
The Ultimate Guide to iPad				RBZ0007287	0	Monthly	500	Active		
Made in Paper				RBZ0007288	0	Monthly	2500	Active		
Learn SLR Photography				RBZ0007289	0	Monthly	500	Active		
Handmade Weddings				RBZ0007290	0	Monthly	2500	Active		
Pro Guide to Sewing				RBZ0007291	0	Monthly	2500	Active		
Beginner's Guide to Sewing				RBZ0007292	0	Monthly	2500	Active		
Movie Making on your Mac				RBZ0007293	0	Monthly	500	Active		
The Ultimate Guide to Indie Games				RBZ0007295	0	Monthly	500	Active		
Mollie Makes DIY Fashion				RBZ0007296	0	Monthly	2500	Active		
The History of Mountain Biking				RBZ0007297	0	Monthly	2500	Active		
Retro Style Cross Stitch				RBZ0007298	0	Monthly	500	Active		
¡HOLA! FASHION				RBZ0007301	0	Monthly	2500	Active		
Social Marketing The Complete Guide				RBZ0007303	0	Monthly	500	Active		
All About History Book of Shakespeare				RBZ0007307	0	Monthly	1000	Active		
500 Calorie Diet Complete Meal Planner				RBZ0007308	0	Monthly	2500	Active		
iPad mini: Beyond the manual				RBZ0007309	0	Monthly	500	Active		
Pro Guide to Quilting				RBZ0007310	0	Monthly	2500	Active		
Beginner's Guide to Quilting				RBZ0007311	0	Monthly	2500	Active		
The 2014 Tour de France in Britain				RBZ0007312	0	Monthly	500	Active		
NME Special Collectors' Magazine: Blur				RBZ0007313	0	Monthly	2500	Active		
Country Living Modern Rustic				RBZ0007314	0	Monthly	2500	Active		
New Scientist The Collection				RBZ0007315	0	Quarterly	500	Active		
Clés pour le train miniature				RBZ0007318	0	Monthly	2500	Active		
LOSE IT! The Banting Way				RBZ0007319	0	Monthly	2500	Active		
How It Works Book of the Elements				RBZ0007322	0	Monthly	1000	Active		
Victoria: Fabulous at 40				RBZ0007325	0	Monthly	2500	Active		
Quilts for Today				RBZ0007326	0	Monthly	2500	Active		
Prima Makes				RBZ0007328	0	Monthly	2500	Active		
YOU Cakes				RBZ0007329	0	Monthly	2500	Active		
Huisgenoot Koeke				RBZ0007330	0	Monthly	2500	Active		
Cuisine A&D				RBZ0007336	0	Monthly	2500	Active		
Voyage de Luxe				RBZ0007337	0	Monthly	2500	Active		
Friendly				RBZ0007339	0	Monthly	2500	Inactive		
OBJEKT South Africa				RBZ0007340	0	Monthly	2500	Active		
Knitting & Crochet from Woman’s Weekly				RBZ0007343	0	Monthly	2500	Inactive		
会社四季報 the kaisha shikiho (Japan Company Handbook)				RBZ0007346	0	Monthly	2500	Active		
How It Works Book of Great Inventors & Their Creations				RBZ0007356	0	Monthly	1000	Active		
Cabin Living				RBZ0007360	0	Monthly	2500	Inactive		
Sarie Partytjie				RBZ0007361	0	Monthly	2500	Active		
The Ultimate Guide to Xbox One				RBZ0007364	0	Monthly	2500	Active		
The Ultimate PS4 Handbook				RBZ0007365	0	Monthly	2500	Active		
SciFiNow Superhero Movie Collection				RBZ0007366	0	Monthly	1000	Active		
All About History Book Of The First World War				RBZ0007371	0	Monthly	1000	Active		
World of Animals Book of the Animal Kingdom				RBZ0007372	0	Monthly	1000	Active		
Choosing a School for Your Child NSW				RBZ0007373	0	Monthly	2500	Active		
YOU Dinos				RBZ0007375	0	Monthly	2500	Active		
Huisgenoot Dinosaurusse				RBZ0007376	0	Monthly	2500	Active		
