Libraries that were subscribed to magazines on 06/30/2019
Library Nickname	Official Name	State	Country	Child Library Name
lva	Library of Virginia	Virginia	US	Loudoun County Public Library
lva	Library of Virginia	Virginia	US	Lunenburg County Public Library
lva	Library of Virginia	Virginia	US	Lynchburg Public Library
lva	Library of Virginia	Virginia	US	Madison County Library, Inc
lva	Library of Virginia	Virginia	US	Mary Riley Styles Public Library
lva	Library of Virginia	Virginia	US	Massanutten Regional Library
lva	Library of Virginia	Virginia	US	Mathews Memorial Library
lva	Library of Virginia	Virginia	US	Mecklenburg County Public Library
lva	Library of Virginia	Virginia	US	Meherrin Regional Library
lva	Library of Virginia	Virginia	US	Middlesex County Public Library
lva	Library of Virginia	Virginia	US	Montgomery-Floyd Regional Library
lva	Library of Virginia	Virginia	US	Newport News Public Library System
lva	Library of Virginia	Virginia	US	Norfolk Public Library
lva	Library of Virginia	Virginia	US	Northumberland Public Library
lva	Library of Virginia	Virginia	US	Nottoway County Public Library
lva	Library of Virginia	Virginia	US	Orange County Public Library
lva	Library of Virginia	Virginia	US	Pamunkey Regional Library
lva	Library of Virginia	Virginia	US	Pearisburg Public Library
lva	Library of Virginia	Virginia	US	Petersburg Public Library
lva	Library of Virginia	Virginia	US	Pittsylvania County Public Library
lva	Library of Virginia	Virginia	US	Poquoson Public Library
lva	Library of Virginia	Virginia	US	Portsmouth Public Library
lva	Library of Virginia	Virginia	US	Powhatan County Public Library
lva	Library of Virginia	Virginia	US	Prince William Public Library System
lva	Library of Virginia	Virginia	US	Pulaski County Public Library System
lva	Library of Virginia	Virginia	US	Radford Public Library
lva	Library of Virginia	Virginia	US	Rappahannock County Library
lva	Library of Virginia	Virginia	US	Richmond County Public Library
lva	Library of Virginia	Virginia	US	Richmond Public Library
lva	Library of Virginia	Virginia	US	Roanoke County Public Library
lva	Library of Virginia	Virginia	US	Roanoke Public Library
lva	Library of Virginia	Virginia	US	Rockbridge Regional Library
lva	Library of Virginia	Virginia	US	Russell County Public Library
lva	Library of Virginia	Virginia	US	Salem Public Library
lva	Library of Virginia	Virginia	US	Samuels Public Library
lva	Library of Virginia	Virginia	US	Shenandoah County Library
lva	Library of Virginia	Virginia	US	Smyth County Public Library
lva	Library of Virginia	Virginia	US	Staunton Public Library
lva	Library of Virginia	Virginia	US	Suffolk Public Library System
lva	Library of Virginia	Virginia	US	Tazewell County Public Library
lva	Library of Virginia	Virginia	US	Virginia Beach Public Library
lva	Library of Virginia	Virginia	US	Washington County Public Library
lva	Library of Virginia	Virginia	US	Waynesboro Public Library
lva	Library of Virginia	Virginia	US	Williamsburg Regional Library
lva	Library of Virginia	Virginia	US	Wythe-Grayson Regional Library
lva	Library of Virginia	Virginia	US	York County Public Library
queensny	Queens Public Library	New York	US	Arverne
queensny	Queens Public Library	New York	US	Astoria
queensny	Queens Public Library	New York	US	Auburndale
queensny	Queens Public Library	New York	US	Baisley Park
queensny	Queens Public Library	New York	US	Bay Terrace
queensny	Queens Public Library	New York	US	Bayside
queensny	Queens Public Library	New York	US	Bellerose
queensny	Queens Public Library	New York	US	Briarwood
queensny	Queens Public Library	New York	US	Broad Channel
queensny	Queens Public Library	New York	US	Broadway
queensny	Queens Public Library	New York	US	Cambria Heights
queensny	Queens Public Library	New York	US	Central Library
queensny	Queens Public Library	New York	US	Central Library- Children's Library Discovery Center
queensny	Queens Public Library	New York	US	Central Library- The Archives
queensny	Queens Public Library	New York	US	Corona
queensny	Queens Public Library	New York	US	Court Square
queensny	Queens Public Library	New York	US	Douglaston/Little Neck
queensny	Queens Public Library	New York	US	East Elmhurst
queensny	Queens Public Library	New York	US	East Flushing
queensny	Queens Public Library	New York	US	Elmhurst
queensny	Queens Public Library	New York	US	Far Rockaway
queensny	Queens Public Library	New York	US	Flushing
queensny	Queens Public Library	New York	US	Forest Hills
queensny	Queens Public Library	New York	US	Fresh Meadows
queensny	Queens Public Library	New York	US	Glen Oaks
queensny	Queens Public Library	New York	US	Glendale
queensny	Queens Public Library	New York	US	Hillcrest
queensny	Queens Public Library	New York	US	Hollis
queensny	Queens Public Library	New York	US	Howard Beach
queensny	Queens Public Library	New York	US	Jackson Heights
queensny	Queens Public Library	New York	US	Kew Gardens Hills
queensny	Queens Public Library	New York	US	Langston Hughes
queensny	Queens Public Library	New York	US	Laurelton
queensny	Queens Public Library	New York	US	Lefferts
queensny	Queens Public Library	New York	US	Lefrak City
queensny	Queens Public Library	New York	US	Long Island City
queensny	Queens Public Library	New York	US	Maspeth
queensny	Queens Public Library	New York	US	McGoldrick
queensny	Queens Public Library	New York	US	Middle Village
queensny	Queens Public Library	New York	US	Mitchell-Linden
queensny	Queens Public Library	New York	US	North Forest Park
queensny	Queens Public Library	New York	US	North Hills
queensny	Queens Public Library	New York	US	Ozone Park
queensny	Queens Public Library	New York	US	Peninsula
queensny	Queens Public Library	New York	US	Pomonok
queensny	Queens Public Library	New York	US	Poppenhusen
queensny	Queens Public Library	New York	US	Queens Library for Teens
queensny	Queens Public Library	New York	US	Queens Village
queensny	Queens Public Library	New York	US	Queensboro Hill
queensny	Queens Public Library	New York	US	Queensbridge
queensny	Queens Public Library	New York	US	Ravenswood
queensny	Queens Public Library	New York	US	Rego Park
queensny	Queens Public Library	New York	US	Richmond Hill
queensny	Queens Public Library	New York	US	Ridgewood
queensny	Queens Public Library	New York	US	Rochdale Village
queensny	Queens Public Library	New York	US	Rosedale
queensny	Queens Public Library	New York	US	Seaside
queensny	Queens Public Library	New York	US	South Hollis
queensny	Queens Public Library	New York	US	South Jamaica
queensny	Queens Public Library	New York	US	South Ozone Park
queensny	Queens Public Library	New York	US	St.Albans
queensny	Queens Public Library	New York	US	Steinway
queensny	Queens Public Library	New York	US	Sunnyside
queensny	Queens Public Library	New York	US	Whitestone
queensny	Queens Public Library	New York	US	Windsor Park
queensny	Queens Public Library	New York	US	Woodhaven
queensny	Queens Public Library	New York	US	Woodside
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Carteret Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Dunellen Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Edison Branch - Clara Barton
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Edison Branch - North Edison
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Edison Township Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Elizabeth Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Jamesburg Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Kenilworth Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Keyport Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Long Branch - Elberon Branch
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Long Branch Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Matawan Aberdeen Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Metuchen Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Middlesex County College Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Middlesex Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Milltown Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	New Brunswick Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	North Brunswick Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Old Bridge Public Library-Central
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Old Bridge Public Library-Laurence Harbor
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Perth Amboy Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Piscataway Public Library-Johanna Westergard
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Piscataway Public Library-John F. Kennedy
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Plainfield Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Plainsboro Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Red Bank Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Roselle Park Veterans Memorial Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Roselle Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Sayreville Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	South Amboy - Sadie Pope Dowdell Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	South Brunswick Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	South River Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Spotswood Public Library
lmxac	Libraries of Middlesex Automation Consortium	New Jersey	US	Springfield Free Public Library
pamunkeyva	Pamunkey Regional Library	Virginia	US	Ashland
pamunkeyva	Pamunkey Regional Library	Virginia	US	Atlee
pamunkeyva	Pamunkey Regional Library	Virginia	US	Goochland
pamunkeyva	Pamunkey Regional Library	Virginia	US	Hanover
pamunkeyva	Pamunkey Regional Library	Virginia	US	King & Queen
pamunkeyva	Pamunkey Regional Library	Virginia	US	Mechanicsville
pamunkeyva	Pamunkey Regional Library	Virginia	US	Montpelier
pamunkeyva	Pamunkey Regional Library	Virginia	US	Rockville
pamunkeyva	Pamunkey Regional Library	Virginia	US	Upper King William
pamunkeyva	Pamunkey Regional Library	Virginia	US	West Point
henryga	Henry County Public Library	Georgia	US	Cochran Public Library / Stockbridge
henryga	Henry County Public Library	Georgia	US	Fairview Public Library
henryga	Henry County Public Library	Georgia	US	Fortson Public Library / Hampton
henryga	Henry County Public Library	Georgia	US	Locust Grove Public Library
henryga	Henry County Public Library	Georgia	US	McDonough Public Library
allentownpa	Allentown Library District	Pennsylvania	US	Allentown Public Library
allentownpa	Allentown Library District	Pennsylvania	US	Catasauqua Public Library
allentownpa	Allentown Library District	Pennsylvania	US	Coplay Public Library
allentownpa	Allentown Library District	Pennsylvania	US	Dimmick Memorial Library
allentownpa	Allentown Library District	Pennsylvania	US	Emmaus Public Library
allentownpa	Allentown Library District	Pennsylvania	US	Lehighton Area Memorial Library
allentownpa	Allentown Library District	Pennsylvania	US	Lower Macungie Library
allentownpa	Allentown Library District	Pennsylvania	US	Palmerton Area Library
allentownpa	Allentown Library District	Pennsylvania	US	Parkland Community Library
allentownpa	Allentown Library District	Pennsylvania	US	Slatington Public Library
allentownpa	Allentown Library District	Pennsylvania	US	Southern Lehigh Public Library
allentownpa	Allentown Library District	Pennsylvania	US	Whitehall Township Public Library
ngrlga	Northwest Georgia Regional Library System	Georgia	US	Calhoun-Gordon County Library
ngrlga	Northwest Georgia Regional Library System	Georgia	US	Chatsworth Murray County Library
ngrlga	Northwest Georgia Regional Library System	Georgia	US	Dalton-Whitfield Library
arrowheadmn	Arrowhead Library System	Minnesota	US	ALS Bookmobile
arrowheadmn	Arrowhead Library System	Minnesota	US	ALS Mail-A-Book
arrowheadmn	Arrowhead Library System	Minnesota	US	Aurora Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Babbitt Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Baudette Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Bovey Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Buhl Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Calumet Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Carlton Area Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Chisholm Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Cloquet Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Coleraine Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Cook Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Duluth Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Ely Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Eveleth Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Gilbert Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Grand Marais Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Grand Rapids Area Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Hibbing Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Hoyt Lakes Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Intl Falls Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Keewatin Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Marble Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Moose Lake Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Mountain Iron Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Silver Bay Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Two Harbors Public Library
arrowheadmn	Arrowhead Library System	Minnesota	US	Virginia Public Library
marshesofglynnga	The Marshes of Glynn Libraries	Georgia	US	Brunswick-Glynn County Library
marshesofglynnga	The Marshes of Glynn Libraries	Georgia	US	St. Simons Island Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Allerton Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Auburn Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Belleville Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Blue Ridge Township Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Brighton Memorial Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Caseyville Public Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Central Citizen's Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Centralia Regional Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Charleston Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Chester Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Columbia Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Crab Orchard Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Du Quoin Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Edwardsville Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Fairview Heights Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Flora Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Forsyth Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Frontier Community College
illinoisheartland	Illinois Heartland Library System	Illinois	US	Glen Carbon Centennial Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Hayner Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Herrin City Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Hoopeston Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Hope Welty Public Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	HSHS St John's Health Sciences Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Jerseyville Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Kaskaskia College Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Lake Land College
illinoisheartland	Illinois Heartland Library System	Illinois	US	Lawrence Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Lincoln Public Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Louis Latzer Memorial Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Mahomet Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Marshall Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Maryville Public Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Mason City Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Metropolis Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Morrison Talbott Public Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Moyer District Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Mt. Zion District Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Newman Regional Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Paxton Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Petersburg Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Pickneyville Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Riverton Village Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Rochester Public Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Sallie Logan Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Shelbyville Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Sherman Public Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Sidney Community Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Six Mile Regional Library District
illinoisheartland	Illinois Heartland Library System	Illinois	US	Sparta Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Tolono Public Library
illinoisheartland	Illinois Heartland Library System	Illinois	US	Williamsville Public Library and Museum
coastalplainga	Coastal Plain Regional Library System	Georgia	US	Carrie Dorsey Perry Memorial Library
coastalplainga	Coastal Plain Regional Library System	Georgia	US	Coastal Plain Regional Library Headquarters
coastalplainga	Coastal Plain Regional Library System	Georgia	US	Cook County Library
coastalplainga	Coastal Plain Regional Library System	Georgia	US	Fitzgerald-Ben Hill County Library
coastalplainga	Coastal Plain Regional Library System	Georgia	US	Irwin County Library
coastalplainga	Coastal Plain Regional Library System	Georgia	US	Tifton-Tift County Public Library
coastalplainga	Coastal Plain Regional Library System	Georgia	US	Victoria Evans Memorial Library
smrla	Southern Maryland Regional Library Association	Maryland	US	Calvert Library
smrla	Southern Maryland Regional Library Association	Maryland	US	Charles County Public Library
smrla	Southern Maryland Regional Library Association	Maryland	US	St. Mary’s County Library
wales	Wales	Wales	GB	Anglesey
wales	Wales	Wales	GB	Blaenau Gwent
wales	Wales	Wales	GB	Bridgend
wales	Wales	Wales	GB	Caerphilly
wales	Wales	Wales	GB	Cardiff
wales	Wales	Wales	GB	Carmarthenshire
wales	Wales	Wales	GB	Ceredigion
wales	Wales	Wales	GB	Conwy
wales	Wales	Wales	GB	Denbighshire
wales	Wales	Wales	GB	Flintshire
wales	Wales	Wales	GB	Gwynedd
wales	Wales	Wales	GB	Merthyr Tydfil
wales	Wales	Wales	GB	Monmouthshire
wales	Wales	Wales	GB	Neath Port Talbot
wales	Wales	Wales	GB	Newport
wales	Wales	Wales	GB	Pembrokeshire
wales	Wales	Wales	GB	Powys
wales	Wales	Wales	GB	Rhondda-Cynon-Taf
wales	Wales	Wales	GB	Swansea
wales	Wales	Wales	GB	Torfaen
wales	Wales	Wales	GB	Vale of Glamorgan
wales	Wales	Wales	GB	Wrexham
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Aabenraa Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Aalborg Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Albertslund Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Allerød Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Århus
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Assens Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Ballerup Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Billund Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Bornholm
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Brøndby Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Brønderslev-Dronninglund Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Dragør Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Egedal Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Esbjerg Kommune incl. Fanø
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Faaborg- Midtfyn Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Favrskov
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Faxe Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Fredensborg Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Fredericia Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Frederiksberg Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Frederikshavn Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Frederikssund Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Furesø Bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Gentofte Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Gladsaxe Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Glostrup Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Greve
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Gribskov Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Guldborgsund Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Haderslev
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Halsnæs Kommune Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Hedensted Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Helsingør Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Herlev Bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Herning Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Hillerød Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Hjørring Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Holbæk Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Holstebro Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Horsens Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Hvidovre Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Høje-Taastrup Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Hørsholm Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Ikast-Brande Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Ishøj bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Jammerbugt Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Kalundborg Bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Kerteminde Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Kolding Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	København
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Køge Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Langeland
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Lejre
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Lemvig Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Lolland
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Lyngby-Taarbæk Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Læsø Bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Læsø Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Mariagerfjord Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Middelfart Kultur & Bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Morsø Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Norddjurs Biblioteker
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Nordfyns Biblioteker
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Nyborg Bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Næstved Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Odder Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Odense Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Odsherred Bibliotek
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Randers Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Rebild Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Ringkøbing-Skjern Bibliotekerne
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Ringsted
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Roskilde
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Rudersdal Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Rødovre Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Samsø
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Silkeborg Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Skanderborg Kommune
ddb	Danskernes Digitale Bibliotek - Magazines, eAudio, and eBooks	Kobenhavn	DK	Skive Kommune
