Library Name	Title	RBID	Issue Date	Remaining Circs	Active Issues
8080 Test Library	Líderes Mexicanos - Nuestra Historia en cien imágenes	RBZ0006001	03/01/2013	247500	1
8080 Test Library	Líderes Mexicanos - Special Editions	RBZ0000538	12/01/2018	247500	1
8080 Test Library	Life & Style México	RBZ0000539	02/01/2020	247499	7
8080 Test Library	Life & Style Weekly	RBZ0008597	03/16/2020	49499	63
8080 Test Library	The Life & Times Of The Stuarts	RBZ0008743	05/01/2016	247500	1
8080 Test Library	Life Plus 熟年誌	RBZ0007615	03/03/2020	247500	15
8080 Test Library	Lightning　（ライトニング）	RBZ0006984	02/29/2020	247499	14
8080 Test Library	Lingo Newydd	RBZ0010039	02/01/2020	247500	7
8080 Test Library	Linux & Open Source Annual	RBZ0008255	01/01/2018	99000	1
8080 Test Library	Linux & Open Source Genius Guide	RBZ0005308	12/01/2015	99000	1
8080 Test Library	Linux & Open Source Genius Guide Vol 1	RBZ0005426	10/01/2012	99000	1
8080 Test Library	Linux Format	RBZ0002743	03/01/2020	49499	15
8080 Test Library	Linux Made Simple	RBZ0008169	08/01/2015	49500	1
8080 Test Library	Linux Tips, Tricks, Apps & Hacks	RBZ0008399	07/01/2015	99000	1
8080 Test Library	Linux: The Complete Manual	RBZ0002103	01/01/2010	247500	1
8080 Test Library	Linux: The Complete Manual 2nd edition	RBZ0003509	06/01/2011	247500	1
8080 Test Library	Lionel Trains of the 1950's	RBZ0010224	04/09/2019	49500	1
8080 Test Library	LIONS' TOUR 2017 SOUVENIR ISSUE, NZ RUGBY WORLD	RBZ0009320	05/01/2017	247500	1
8080 Test Library	Lion’s Roar	RBZ0005077	03/01/2020	49500	7
8080 Test Library	Lire	RBZ0007157	02/01/2020	247499	11
8080 Test Library	Little Angel	RBZ0007863	02/01/2020	247500	13
8080 Test Library	Little White Lies	RBZ0006867	01/01/2020	247500	6
8080 Test Library	LIVE INTERACTIVE JAPANESE MAGAZINE 互動日本語	RBZ0010182	02/27/2020	247500	14
8080 Test Library	Live 互動英語	RBZ0010028	02/24/2020	247500	14
8080 Test Library	Liverpool FC v Melbourne Victory FC	RBZ0006372	07/01/2013	247500	1
8080 Test Library	Living at Home	RBZ0009122	03/01/2020	247499	14
8080 Test Library	Living Etc	RBZ0000901	04/01/2020	247499	15
8080 Test Library	Liz Earle Wellbeing	RBZ0007733	01/01/2020	247500	7
8080 Test Library	Ljud & Bild	RBZ0001646	02/01/2020	247499	13
8080 Test Library	Loco-Revue	RBZ0002426	03/01/2020	247499	14
8080 Test Library	Locomotive	RBZ0005227	08/22/2019	49500	1
8080 Test Library	Log Home Living	RBZ0005469	03/01/2020	247500	10
8080 Test Library	London - The 2015 Guide	RBZ0006815	12/01/2014	247500	1
8080 Test Library	Lonely Planet Magazine India	RBZ0004213	02/01/2020	49499	13
8080 Test Library	Lonely Planet Magazine: Dream Trips	RBZ0000547	10/01/2010	247500	1
8080 Test Library	Lonely Planet Traveller	RBZ0006756	04/01/2020	247499	15
8080 Test Library	Lonely Planet Traveller Dream Trips 2013	RBZ0005439	11/01/2012	247500	1
8080 Test Library	Longevity Magazine	RBZ0004498	11/19/2019	247500	2
8080 Test Library	LOSE IT! The Banting Way	RBZ0007319	01/01/2020	247499	5
8080 Test Library	Lotus legends	RBZ0008496	03/20/2012	247500	1
8080 Test Library	Lou Reed - The Ultimate Music Guide	RBZ0006929	01/01/2014	247500	1
8080 Test Library	LOUD!	RBZ0008279	03/01/2020	247499	15
8080 Test Library	Louisiana Cookin'	RBZ0007830	03/01/2020	247499	7
8080 Test Library	Love Crochet	RBZ0008734	01/01/2020	247500	6
8080 Test Library	Love Knitting for Babies	RBZ0007980	01/23/2020	247500	7
8080 Test Library	Love Knitting for Baby	RBZ0008735	02/01/2016	247500	1
8080 Test Library	Love of Quilting	RBZ0010204	03/01/2020	49500	8
8080 Test Library	Love Patchwork & Quilting	RBZ0006714	03/01/2020	247499	15
8080 Test Library	Love Quilting and Patchwork	RBZ0006088	04/01/2013	49500	1
8080 Test Library	Low Light Photography	RBZ0009821	07/01/2017	247500	1
8080 Test Library	Lowrider	RBZ0000550	03/01/2020	247500	12
8080 Test Library	Lowrider Arte	RBZ0001371	03/01/2014	247500	1
8080 Test Library	Luxury Kitchens & Bathrooms	RBZ0003713	09/22/2018	247500	1
8080 Test Library	Lyd & Bilde	RBZ0001445	03/01/2020	247498	14
8080 Test Library	The Mac Book	RBZ0005354	05/01/2016	99000	1
8080 Test Library	The Mac Book Vol 1	RBZ0004990	07/01/2012	99000	1
8080 Test Library	The Mac Book Vol 2	RBZ0004991	07/01/2012	99000	1
8080 Test Library	The Mac Book Vol 3	RBZ0004992	07/01/2012	99000	1
8080 Test Library	The Mac Book Vol 4	RBZ0004993	07/01/2012	99000	1
8080 Test Library	The Mac Book Vol 5	RBZ0004994	07/01/2012	99000	1
8080 Test Library	The Mac Book Vol 6 Revised Edition	RBZ0004995	07/01/2012	99000	1
8080 Test Library	The Mac Book Vol 7 Revised Edition	RBZ0004986	07/01/2012	99000	1
8080 Test Library	Mac For Beginners	RBZ0005024	01/01/2017	99000	1
8080 Test Library	Mac For Beginners 2nd Revised Edition	RBZ0005291	09/01/2012	99000	1
8080 Test Library	Mac for Beginners Revised Ed.	RBZ0004686	04/01/2012	99000	1
8080 Test Library	Mac For Beginners Vol 2	RBZ0005028	07/05/2012	99000	1
8080 Test Library	Mac OS X El Capitan Genius Guide	RBZ0008257	11/01/2015	99000	1
8080 Test Library	Mac OS X Genius Guide Volume 1	RBZ0007660	08/01/2014	99000	1
8080 Test Library	Mac OS X Mavericks Genius Guide Vol 1	RBZ0006890	12/01/2013	99000	1
8080 Test Library	Mac OS X Yosemite Genius Guide Volume 1	RBZ0007973	02/01/2015	99000	1
8080 Test Library	Mac OS X: The Complete Manual	RBZ0006737	10/01/2013	99000	1
8080 Test Library	Mac OSX Mountain Lion Genius Guide Vol 1	RBZ0005428	10/01/2012	99000	1
8080 Test Library	Mac Tips, Tricks, Apps & Hacks	RBZ0005023	12/01/2016	99000	1
8080 Test Library	MacBook Air The Complete Manual	RBZ0007383	12/01/2014	99000	1
8080 Test Library	MacFormat	RBZ0000552	03/01/2020	49499	15
8080 Test Library	MacFormat Presents: iPad The Essential Handbook	RBZ0002279	01/01/2010	49500	1
8080 Test Library	MacFormat Presents: The Essential iPhone 4 Handbook	RBZ0002522	09/22/2010	49500	1
8080 Test Library	MacLife	RBZ0005068	04/01/2020	49499	16
8080 Test Library	Macworld	RBZ0000556	03/01/2020	247499	14
8080 Test Library	Macworld Australia	RBZ0000557	03/01/2020	247499	15
8080 Test Library	Macworld Australia Mountain Lion Superguide	RBZ0005844	03/01/2013	247500	1
8080 Test Library	Macworld Australia: iPad Superguide	RBZ0000558	08/01/2011	247500	1
8080 Test Library	Macworld UK	RBZ0000559	03/01/2020	247499	14
8080 Test Library	Mac|Life Presents: OS X Yosemite	RBZ0007957	04/01/2015	49500	1
8080 Test Library	Made in Paper	RBZ0007288	03/01/2014	247500	1
8080 Test Library	Magazine TED par QA&V	RBZ0000560	03/01/2020	247499	8
8080 Test Library	Make it HOME	RBZ0007578	07/01/2014	247500	1
8080 Test Library	Make Magical Movies	RBZ0008167	08/01/2015	49500	1
8080 Test Library	Make the Most of Your Mac 2011	RBZ0003539	07/01/2011	49500	1
8080 Test Library	Make 國際中文版	RBZ0010029	04/12/2019	247500	2
8080 Test Library	Making Money From Photography 2	RBZ0006905	01/01/2014	247500	1
8080 Test Library	Making Money From Your Photos	RBZ0003968	10/18/2011	247500	1
8080 Test Library	Malaysia Tatler	RBZ0004536	02/01/2020	247499	14
8080 Test Library	Malaysia Tatler Best Restaurants	RBZ0007808	01/01/2020	247500	2
8080 Test Library	Malaysia Tatler Society	RBZ0007806	01/01/2019	247500	1
8080 Test Library	Malaysia Tatler Weddings	RBZ0008090	06/01/2019	247500	1
8080 Test Library	Man in Space	RBZ0009589	05/01/2017	247500	1
8080 Test Library	Man Magnum	RBZ0007768	03/01/2020	247499	14
8080 Test Library	Man Magnum .303	RBZ0008246	10/01/2015	247500	1
8080 Test Library	Man on The Moon	RBZ0009976	05/01/2019	247500	3
8080 Test Library	Man on The Moon Collector's Edition	RBZ0002500	09/01/2010	247500	1
8080 Test Library	Manager Today 經理人	RBZ0001160	03/01/2020	247499	15
8080 Test Library	Manga Artist Volume 2	RBZ0008078	06/01/2015	247500	1
8080 Test Library	Mania	RBZ0007861	02/01/2020	247500	13
8080 Test Library	Mannschaft Magazin	RBZ0008526	03/01/2020	247499	12
8080 Test Library	MARBO WEEKLY 萬寶週刊	RBZ0010078	12/27/2019	247500	51
8080 Test Library	Marie Claire	RBZ0000565	03/01/2020	49499	13
8080 Test Library	Marie Claire - France	RBZ0002311	04/01/2020	19799	15
8080 Test Library	Marie Claire - México	RBZ0008973	03/01/2020	247500	12
8080 Test Library	Marie Claire @ Work Special	RBZ0006639	04/01/2014	247500	1
8080 Test Library	Marie Claire Australia	RBZ0000567	04/01/2020	247499	14
8080 Test Library	Marie Claire Enfants	RBZ0002542	08/01/2019	19800	2
8080 Test Library	Marie Claire España	RBZ0003148	03/01/2020	247499	14
8080 Test Library	Marie Claire Fashion Shows	RBZ0004226	12/01/2019	19800	2
8080 Test Library	Marie Claire Idées	RBZ0002911	03/01/2020	19799	7
8080 Test Library	Marie Claire Idées Hors - Série	RBZ0009714	06/01/2017	247500	1
8080 Test Library	Marie Claire Italia	RBZ0005981	03/01/2020	19799	14
8080 Test Library	Marie Claire Maison	RBZ0002541	03/01/2020	19799	11
8080 Test Library	Marie Claire Maison Italia	RBZ0005986	02/01/2020	19800	11
8080 Test Library	Marie Claire Runway	RBZ0006417	01/01/2014	247500	1
8080 Test Library	Marie Claire Smart Beauty Special	RBZ0008348	09/01/2014	247500	1
8080 Test Library	Marie Claire 美麗佳人國際中文版	RBZ0005643	03/06/2020	247499	15
8080 Test Library	Marie Claire: How To Get Amazing Skin Guide	RBZ0006767	11/01/2013	247500	1
8080 Test Library	Market Watch	RBZ0002674	01/01/2020	49499	11
8080 Test Library	Marketing	RBZ0002760	10/01/2019	Unlimited	4
8080 Test Library	The Marketing Survival Guide	RBZ0002960	01/01/2013	247500	1
8080 Test Library	Marlin	RBZ0001098	03/01/2020	49499	9
8080 Test Library	Mas Alla	RBZ0001648	02/01/2020	247499	14
8080 Test Library	Más Allá Monográficos	RBZ0008634	06/26/2019	247500	2
8080 Test Library	MASK The Magazine	RBZ0003090	11/08/2019	49500	4
8080 Test Library	Master Linux 2013	RBZ0005816	02/01/2013	49500	1
8080 Test Library	Master your Canon D-SLR	RBZ0007790	01/01/2015	49500	1
8080 Test Library	Master your Canon DSLR	RBZ0009083	11/01/2016	247500	1
8080 Test Library	Master your Nikon D-SLR	RBZ0007958	02/01/2015	49500	1
8080 Test Library	Master your Nikon DSLR	RBZ0009084	11/01/2016	247500	1
8080 Test Library	Master60 大師輕鬆讀	RBZ0003167	03/04/2020	247499	58
8080 Test Library	MATCH	RBZ0007925	03/03/2020	247500	60
8080 Test Library	Match of the Day Magazine	RBZ0007729	03/01/2020	49499	59
8080 Test Library	Maxim	RBZ0000573	03/01/2020	247499	8
8080 Test Library	Maxim Australia	RBZ0000574	03/01/2020	247500	14
8080 Test Library	Maxim México	RBZ0007787	02/01/2020	247499	11
8080 Test Library	MAXIM New Zealand	RBZ0010134	03/01/2020	247500	13
8080 Test Library	MAXIM Russia	RBZ0001889	03/01/2020	247500	14
8080 Test Library	Maximum PC	RBZ0005069	03/01/2020	49499	16
8080 Test Library	Maximum PC Specials	RBZ0005283	08/01/2017	49500	1
8080 Test Library	MBA Housing Awards Annual	RBZ0004462	12/05/2018	247500	1
8080 Test Library	McCall's Quilting	RBZ0010044	03/01/2020	49500	7
8080 Test Library	MCN	RBZ0007883	03/04/2020	49499	61
8080 Test Library	Medieval Kings and Queens	RBZ0009278	02/01/2017	247500	1
8080 Test Library	Medieval Life	RBZ0008736	05/01/2016	247500	1
8080 Test Library	Melbourne Custom Homes	RBZ0008223	03/01/2018	247500	1
8080 Test Library	Men Fitness 30-min Meals	RBZ0008052	05/01/2015	247500	1
8080 Test Library	MEN'S BODY	RBZ0008669	06/13/2018	247500	1
8080 Test Library	Men's Fitness 10 Week Body Plan	RBZ0007716	12/01/2014	247500	1
8080 Test Library	Men's Fitness 101 Best Exercises	RBZ0003264	04/01/2011	247500	1
8080 Test Library	Men's Fitness 12 Minute Workout	RBZ0003039	03/01/2011	247500	1
8080 Test Library	Men's Fitness 12-Minute Workouts	RBZ0008485	12/01/2016	247500	1
8080 Test Library	Men's Fitness 7 Rules of Building Muscle	RBZ0003825	09/01/2011	247500	1
8080 Test Library	Men's Fitness Body Challenge	RBZ0003040	04/01/2011	247500	1
8080 Test Library	Men's Fitness Build a Fighter's Body	RBZ0005818	01/01/2016	247500	1
8080 Test Library	Men's Fitness Complete Guide to Abs 2nd edition	RBZ0002943	04/01/2011	247500	1
8080 Test Library	Men's Fitness Complete Guide to Dumb-Bell Training	RBZ0003749	08/01/2011	247500	1
8080 Test Library	Men's Fitness Complete Guide to Home Workouts	RBZ0003036	10/01/2014	247500	1
8080 Test Library	Men's Fitness Complete Guide to Home Workouts 2nd Edition	RBZ0003660	07/01/2011	247500	1
8080 Test Library	Men's Fitness Complete Training Guide 2nd edition	RBZ0002826	04/01/2011	247500	1
8080 Test Library	Men's Fitness Get a Six Pack in 8 Weeks	RBZ0007563	07/01/2014	247500	1
8080 Test Library	Men's Fitness Get Outdoors	RBZ0008087	06/01/2015	247500	1
8080 Test Library	Men's Fitness Lean & Strong	RBZ0008370	09/01/2015	247500	1
8080 Test Library	Men's Fitness South Africa	RBZ0008886	01/01/2020	247499	6
8080 Test Library	Men's Fitness The 50 best high intensity workouts	RBZ0007948	04/01/2015	247500	1
8080 Test Library	Men's Fitness UK	RBZ0000577	04/01/2020	247499	14
8080 Test Library	Men's Fitness Ultimate Training Bible	RBZ0008968	10/01/2016	247500	1
8080 Test Library	Men's Fitness Ultimate Workout Plan	RBZ0003031	06/01/2011	247500	1
8080 Test Library	Men's Fitness Workout Manual	RBZ0004284	03/01/2016	247500	1
8080 Test Library	Men's Health	RBZ0000578	03/01/2020	247499	11
8080 Test Library	Men's Health - México	RBZ0008974	03/01/2020	247499	16
8080 Test Library	Men's Health - The New Abs Diet	RBZ0003280	06/01/2011	247500	1
8080 Test Library	Men's Health Australia	RBZ0000579	04/01/2020	247499	15
8080 Test Library	Men's Health Belly Off Guide	RBZ0000961	01/01/2016	247500	1
8080 Test Library	Men's Health Best Fashion	RBZ0009189	08/19/2019	247500	1
8080 Test Library	Men's Health Complete Guide to arms & abs	RBZ0009198	01/01/2017	247500	1
8080 Test Library	Men's Health Dad	RBZ0008842	09/30/2019	247500	2
8080 Test Library	Men's Health Eat This Not That 2012	RBZ0004218	12/01/2011	247500	1
8080 Test Library	Men's Health España	RBZ0010131	03/01/2020	247500	11
8080 Test Library	Men's Health Fat-Burning Manual	RBZ0003806	09/01/2011	247500	1
8080 Test Library	Men's Health Fitness Manual 2012	RBZ0004217	12/01/2011	247500	1
8080 Test Library	Men's Health Muscle Manual	RBZ0003427	01/01/2011	247500	1
8080 Test Library	Men's Health South Africa	RBZ0000962	03/01/2020	247499	16
8080 Test Library	Men's Health The Busy Man's Guide to Achieving Total Definition	RBZ0005902	03/01/2013	247500	1
8080 Test Library	Men's Health The Busy Man's Guide to Building a V-shape Body	RBZ0005915	03/01/2013	247500	1
8080 Test Library	Men's Health The Busy Man's Guide to Building Big Arms	RBZ0005914	03/01/2013	247500	1
8080 Test Library	Men's Health The Busy Man's Guide to Effort-Free Abs	RBZ0005913	03/01/2013	247500	1
8080 Test Library	Men's Health UK	RBZ0000580	04/01/2020	247499	13
8080 Test Library	Men's Journal	RBZ0000581	03/01/2020	49500	12
8080 Test Library	men's uno	RBZ0003683	02/06/2020	247499	14
8080 Test Library	men's uno HK	RBZ0005083	02/06/2020	247499	14
8080 Test Library	Mens Fitness 50 meals that make Muscle	RBZ0005536	11/01/2012	247500	1
8080 Test Library	Mens Fitness Build a Bigger Chest	RBZ0006906	01/01/2014	247500	1
8080 Test Library	Mens Fitness Muscle Food	RBZ0008362	10/01/2014	247500	1
8080 Test Library	Mens Fitness The 12 Week Body Plan	RBZ0005679	01/01/2013	247500	1
8080 Test Library	Mens Fitness Workout Manual 2013	RBZ0005817	02/01/2013	247500	1
8080 Test Library	Mens Fitness Workout Manual 2014	RBZ0006907	01/01/2014	247500	1
8080 Test Library	Mens Health México - Guide to Style	RBZ0008975	09/01/2016	247500	1
8080 Test Library	Mente&Cérebro	RBZ0004174	12/01/2018	247500	1
8080 Test Library	Men’s Fitness 28 Day Fat Loss Plan	RBZ0008913	07/01/2016	247500	1
8080 Test Library	Men’s Fitness Quick Fix Fat Loss	RBZ0009297	11/27/2018	Unlimited	1
8080 Test Library	Men’s Fitness Weeknight Workouts	RBZ0008909	07/01/2016	247500	1
8080 Test Library	Men’s Health 15 Min workouts	RBZ0009004	10/01/2016	247500	1
8080 Test Library	Men’s Health Adventure Training Guide	RBZ0008838	07/01/2016	247500	1
8080 Test Library	Men’s Health Deutschland	RBZ0005895	03/01/2020	247499	11
8080 Test Library	Men’s Health HOW TO DO EVERYTHING BETTER	RBZ0006712	10/01/2013	247500	1
8080 Test Library	The Men’s Health Nutrition Manual	RBZ0003691	07/01/2011	247500	1
8080 Test Library	Men’s Health Summer Training Guide	RBZ0006434	08/01/2013	247500	1
8080 Test Library	MERIAN	RBZ0009074	02/01/2020	247500	13
8080 Test Library	Metabolic Syndrome	RBZ0004734	05/01/2012	247500	1
8080 Test Library	Metal Hammer UK	RBZ0009861	04/01/2020	247499	16
8080 Test Library	Méthode 80-20	RBZ0010152	04/01/2019	247500	3
8080 Test Library	Metro	RBZ0000584	01/01/2020	247499	5
8080 Test Library	Metro Home & Entertaining	RBZ0002505	11/10/2018	247500	1
8080 Test Library	Metro Home's Bed and Bath Special Issue	RBZ0006784	12/01/2013	247500	1
8080 Test Library	Metro NZ	RBZ0008878	03/01/2020	247499	7
8080 Test Library	Metro Society	RBZ0003147	12/01/2018	247500	1
8080 Test Library	Metro Weddings	RBZ0006200	06/01/2016	247500	1
8080 Test Library	México Desconocido	RBZ0004939	12/01/2019	247500	6
8080 Test Library	MHQ: The Quarterly Journal of Military History	RBZ0005989	02/04/2020	49499	5
8080 Test Library	MiCasa	RBZ0001181	03/01/2020	247499	12
8080 Test Library	Michigan Game & Fish	RBZ0009260	03/01/2020	49499	12
8080 Test Library	Mickey Parade Géant	RBZ0009723	01/01/2020	247500	7
8080 Test Library	Micro Pratique	RBZ0001813	02/07/2020	247499	14
8080 Test Library	Micro Simulateur	RBZ0001814	03/01/2020	247499	15
8080 Test Library	Micro Simulateur HS	RBZ0004422	10/01/2016	247500	1
8080 Test Library	Mieux vivre votre argent	RBZ0001534	02/01/2020	247500	12
8080 Test Library	Mieux Vivre Votre Argent Hors-Série	RBZ0009724	04/01/2017	247500	1
8080 Test Library	Military Fitness	RBZ0007451	05/01/2014	247500	1
8080 Test Library	Military History	RBZ0005786	05/01/2020	49499	8
8080 Test Library	Military Trader	RBZ0010205	03/01/2020	49500	14
8080 Test Library	Military Vehicles	RBZ0010206	04/01/2020	49500	8
8080 Test Library	MilK	RBZ0001922	03/01/2020	9900	5
8080 Test Library	MilK Decoration	RBZ0001928	03/01/2020	9900	5
8080 Test Library	Mind Games	RBZ0009889	03/01/2017	247500	1
8080 Test Library	Mindful	RBZ0005642	02/01/2020	49500	6
8080 Test Library	Minecraft Manual	RBZ0008969	10/01/2016	247500	1
8080 Test Library	Minecraft Party book	RBZ0009298			0
8080 Test Library	MINECRAFT SECRETS	RBZ0007450	05/01/2014	247500	1
8080 Test Library	Minecraft Secrets & Cheats: 100% Unofficial	RBZ0008083	07/01/2016	247500	1
8080 Test Library	Minecraft World Magazine	RBZ0008081	02/20/2020	247499	16
8080 Test Library	Mini Magazine	RBZ0000587	04/01/2020	49499	16
8080 Test Library	Mini Magazine: Mini Expert	RBZ0003213	04/01/2011	49500	1
8080 Test Library	Miss Vogue	RBZ0007944	04/01/2015	247500	1
8080 Test Library	MIT Sloan Management Review	RBZ0009161	12/01/2019	247500	4
8080 Test Library	Model Rail	RBZ0007884	03/01/2020	49499	15
8080 Test Library	Model Railroad Scenery, Step by Step	RBZ0010225	10/15/2018	49500	1
8080 Test Library	Model Railroader	RBZ0000588	04/01/2020	247500	14
8080 Test Library	Modèle Magazine	RBZ0001815	01/24/2020	247499	13
8080 Test Library	Modern Classics Magazine	RBZ0008568	04/01/2020	247499	15
8080 Test Library	Modern Gardens Magazine	RBZ0008569	03/01/2020	247499	14
8080 Test Library	Modes & Travaux	RBZ0008550	04/01/2020	247499	14
8080 Test Library	MOJO	RBZ0007885	04/01/2020	49499	14
8080 Test Library	Mojo '60s #3	RBZ0008896	07/01/2016	49500	1
8080 Test Library	Mollie Makes	RBZ0003271	03/01/2020	247499	15
8080 Test Library	Mollie Makes Blogging	RBZ0007548	07/01/2014	247500	1
8080 Test Library	Mollie Makes Christmas	RBZ0007606	09/01/2014	49500	1
8080 Test Library	Mollie Makes Christmas 2	RBZ0008339	09/01/2016	247500	1
8080 Test Library	Mollie Makes Creativity	RBZ0009230	02/01/2017	247500	1
8080 Test Library	Mollie Makes Crochet	RBZ0008183	01/01/2017	247500	1
8080 Test Library	Mollie Makes DIY Fashion	RBZ0007296	04/01/2014	247500	1
8080 Test Library	Mollie Makes Embroidery	RBZ0009302	05/01/2017	247500	1
8080 Test Library	Mollie Makes Handmade Wedding	RBZ0006087	05/01/2014	49500	1
8080 Test Library	Mollie Makes Home	RBZ0006279	10/01/2014	49500	1
8080 Test Library	Mollie Makes Photography	RBZ0007547	07/01/2014	247500	1
8080 Test Library	Mollie Makes Sewing	RBZ0007799	10/23/2018	49500	1
8080 Test Library	Mollie Makes Social Media	RBZ0007981	07/29/2019	247500	1
8080 Test Library	Mombaby 媽媽寶寶雜誌	RBZ0004259	03/04/2020	247499	15
8080 Test Library	Money Australia	RBZ0005793	03/01/2020	247499	13
8080 Test Library	MoneyWeek	RBZ0010159	03/06/2020	247500	60
8080 Test Library	Monográfico especial Año Cero	RBZ0007867	01/01/2017	247500	1
8080 Test Library	Monográfico especial Enigmas	RBZ0007868	06/01/2017	247500	1
8080 Test Library	Monográfico especial Historia de Iberia Vieja	RBZ0007869	06/07/2018	247500	1
8080 Test Library	Mopar Action	RBZ0010189	04/01/2020	49500	6
8080 Test Library	Mopar Muscle	RBZ0001403	03/01/2020	247500	12
8080 Test Library	Moteur Boat Magazine	RBZ0001764	03/01/2020	247499	14
8080 Test Library	Mother & Baby	RBZ0007886	04/01/2020	49499	15
8080 Test Library	Mother & Baby India	RBZ0002170	03/01/2020	247499	15
8080 Test Library	Mother Earth Living	RBZ0005254	02/14/2020	49499	7
8080 Test Library	MOTHER EARTH NEWS	RBZ0000593	02/01/2020	247500	7
8080 Test Library	Mother Jones	RBZ0000596	03/01/2020	247499	7
8080 Test Library	Moto Revue	RBZ0001758	02/16/2020	247499	15
8080 Test Library	Moto Verde	RBZ0001182	03/01/2020	247499	14
8080 Test Library	Moto verte	RBZ0001759	03/01/2020	247499	14
8080 Test Library	Motociclismo	RBZ0001093	03/09/2020	247500	29
8080 Test Library	Motociclismo Especial 60 aniversario	RBZ0003582	06/01/2011	247500	1
8080 Test Library	Motociclismo Panamericano	RBZ0000598	03/01/2020	247499	14
8080 Test Library	Motor Boat & Yachting	RBZ0000599	04/01/2020	247499	15
8080 Test Library	Motor Boat & Yachting Russia	RBZ0002848	01/01/2020	247500	6
8080 Test Library	MOTOR Magazine Australia	RBZ0007758	02/01/2020	247499	15
8080 Test Library	Motor Trend	RBZ0000601	04/01/2020	247499	14
8080 Test Library	Motor Trend New Car Buyer's Guide	RBZ0001509	02/01/2018	247500	1
8080 Test Library	Motorcycle Classics	RBZ0000602	03/01/2020	247499	7
8080 Test Library	Motorcycle Sport & Leisure	RBZ0000605	04/01/2020	247499	15
8080 Test Library	Motorcycle Trader	RBZ0008152	03/01/2020	247499	16
8080 Test Library	Motorsport News	RBZ0000607	03/04/2020	98999	61
8080 Test Library	Mountain Adventures Overseas	RBZ0008855	07/01/2016	49500	1
8080 Test Library	Mountain Bike Rider	RBZ0000608	04/01/2020	247499	16
8080 Test Library	Mountain Biking Australia	RBZ0000609	02/01/2020	247500	5
8080 Test Library	Mountain Biking Skills	RBZ0008737	04/01/2016	247500	1
8080 Test Library	Mountain Biking UK	RBZ0000610	03/01/2020	247499	15
8080 Test Library	Mountain Biking UK Ultimate Ride Guide	RBZ0008322	09/01/2014	247500	1
8080 Test Library	Mountain Railroads	RBZ0010226	10/12/2018	49500	1
8080 Test Library	Movie Making on your Mac	RBZ0007293	03/01/2014	49500	1
8080 Test Library	Mujer de 10	RBZ0010139	03/01/2020	247500	15
8080 Test Library	Multihulls Quarterly	RBZ0003225	07/29/2019	49499	2
8080 Test Library	Muscle & Fitness	RBZ0005761	03/01/2020	49499	14
8080 Test Library	Muscle & Fitness Hers	RBZ0009202	01/01/2020	247500	7
8080 Test Library	Muscle Car Review	RBZ0004795	01/01/2020	247500	12
8080 Test Library	Muscle Mustangs & Fast Fords	RBZ0001379	02/01/2020	247500	12
8080 Test Library	Music Milestones: Pink Floyd 50th Anniversary Special	RBZ0009277	03/01/2017	49500	1
8080 Test Library	Music Tech Focus	RBZ0000613	09/19/2019	247500	2
8080 Test Library	Music Tech Focus: Ableton Live 8	RBZ0002808	01/01/2011	247500	1
8080 Test Library	Music Tech Focus: Logic Pro 9	RBZ0002810	02/01/2011	247500	1
8080 Test Library	Music Tech Focus: Reason 5 and record	RBZ0008528	04/01/2011	247500	1
8080 Test Library	Music Tech Magazine	RBZ0000614	03/01/2020	247499	14
8080 Test Library	Musican's Handbook: Bass	RBZ0009214	12/01/2016	49500	1
8080 Test Library	Musician's Handbook: Drums	RBZ0009215	12/01/2016	49500	1
8080 Test Library	Musician's Handbook: Guitar	RBZ0009216	12/01/2016	49500	1
8080 Test Library	Mustang Monthly	RBZ0004793	01/01/2020	247500	12
8080 Test Library	MUY Historia	RBZ0001147	03/01/2020	247499	15
8080 Test Library	MUY Interesante - España	RBZ0001126	03/01/2020	247499	16
8080 Test Library	Muy Interesante - Mexico	RBZ0000615	03/01/2020	247499	24
8080 Test Library	Muy Interesante Historia	RBZ0009322	01/01/2020	Unlimited	7
8080 Test Library	Muy Interesante Junior Mexico	RBZ0008940	03/01/2020	247499	16
8080 Test Library	MY GARDEN　マイガーデン	RBZ0003200	12/17/2019	247500	4
8080 Test Library	Mysterious Ways	RBZ0005364	02/01/2020	247499	7
8080 Test Library	N-Photo: the Nikon magazine	RBZ0004102	03/01/2020	49499	15
8080 Test Library	The N64 Book	RBZ0008988	10/01/2016	247500	1
8080 Test Library	Nadia	RBZ0009170	02/01/2020	247499	7
8080 Test Library	NALU	RBZ0009581	12/13/2019	247500	4
8080 Test Library	Naples Illustrated	RBZ0006301	03/01/2020	49499	12
8080 Test Library	Nashville Lifestyles Magazine	RBZ0003471	03/01/2020	49499	15
8080 Test Library	National Enquirer	RBZ0005759	03/16/2020	49499	63
8080 Test Library	National Geographic	RBZ0000618	03/01/2020	19798	15
8080 Test Library	National Geographic Deutschland	RBZ0009068	01/01/2020	247500	13
8080 Test Library	National Geographic en Español México	RBZ0010036	03/01/2020	247500	15
8080 Test Library	National Geographic History	RBZ0010048	03/01/2020	19800	7
8080 Test Library	National Geographic Kids	RBZ0008817	03/01/2020	19799	12
8080 Test Library	National Geographic Little Kids	RBZ0008818	03/01/2020	19799	7
8080 Test Library	National Geographic Magazine Taiwan 國家地理雜誌中文版	RBZ0010030	03/04/2020	247500	15
