For Period: from 01/01/2017 to 01/22/2017
Title	Barcode	Email	Library	RBID	Checkouts	Time Period	Current Issue Default	Status
THOR: GOD OF THUNDER VOL. 3 - THE ACCURSED - Special				RBC0424648	0	Monthly	25	Active
THOR: GOD OF THUNDER VOL. 2 - GODBOMB - Special				RBC0424647	0	Monthly	25	Active
THOR: GOD OF THUNDER VOL. 1 - THE GOD BUTCHER - Special				RBC0424646	0	Monthly	25	Active
VENOM BY RICK REMENDER VOL. 1 - Special				RBC0424653	0	Monthly	25	Active
VENOM VS. CARNAGE - Special				RBC0424654	0	Monthly	25	Active
VENOM: LETHAL PROTECTOR - Special				RBC0424655	0	Monthly	25	Active
VISION VOL. 2: LITTLE BETTER THAN A BEAST - Special				RBC0424657	0	Monthly	25	Active
VISION VOL. 1: LITTLE WORSE THAN A MAN - Special				RBC0424656	0	Monthly	25	Active
HULK: WORLD WAR HULK - Special				RBC0424556	0	Monthly	25	Active
X-MEN: MUTANT GENESIS - Special				RBC0424669	0	Monthly	25	Active
X-MEN BLUE VOL. 2: TOIL AND TROUBLE - Special				RBC0424664	0	Monthly	25	Active
X-MEN BLUE VOL. 1: STRANGEST - Special				RBC0424663	0	Monthly	25	Active
X-MEN: LEGACY VOL. 1: PRODIGAL - Special				RBC0424667	0	Monthly	25	Active
X-MEN: SCHISM - Special				RBC0424671	0	Monthly	25	Active
ANNIHILATION BOOK TWO - Special				RBC0424369	0	Monthly	25	Active
ANNIHILATION BOOK THREE - Special				RBC0424368	0	Monthly	25	Active
ANNIHILATION BOOK ONE - Special				RBC0424367	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 5: GHOST BOX - Special				RBC0424378	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 4: UNSTOPPABLE - Special				RBC0424377	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 3: TORN - Special				RBC0424376	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 2: DANGEROUS - Special				RBC0424375	0	Monthly	25	Active
ASTONISHING X-MEN VOL. 1: GIFTED - Special				RBC0424374	0	Monthly	25	Active
AVENGING SPIDER-MAN: MY FRIENDS CAN BEAT UP YOUR FRIENDS - Special				RBC0424406	0	Monthly	25	Active
CIVIL WAR II - Special				RBC0424463	0	Monthly	25	Active
DAREDEVIL: BORN AGAIN - Special				RBC0424490	0	Monthly	25	Active
DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 3 - Special				RBC0424473	0	Monthly	25	Active
DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 2 - Special				RBC0424472	0	Monthly	25	Active
DAREDEVIL BY FRANK MILLER & KLAUS JANSON VOL. 1 - Special				RBC0424471	0	Monthly	25	Active
DAREDEVIL BY BENDIS AND MALEEV ULTIMATE COLLECTION VOL. 3 - Special				RBC0424470	0	Monthly	25	Active
DAREDEVIL BY BENDIS AND MALEEV ULTIMATE COLLECTION VOL. 2 - Special				RBC0424469	0	Monthly	25	Active
DAREDEVIL BY BENDIS AND MALEEV ULTIMATE COLLECTION VOL. 1 - Special				RBC0424468	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 7 - Special				RBC0424480	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 6 - Special				RBC0424479	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 5 - Special				RBC0424478	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 4 - Special				RBC0424477	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 3 - Special				RBC0424476	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 2 - Special				RBC0424475	0	Monthly	25	Active
DAREDEVIL BY MARK WAID VOL. 1 - Special				RBC0424474	0	Monthly	25	Active
DAREDEVIL: THE MAN WITHOUT FEAR - Special				RBC0424491	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 8 - TIL DEATH DO US... - Special				RBC0424517	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 7 - DEADPOOL DOES SHAKESPEARE - Special				RBC0424516	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 6 - PATIENCE: ZERO - Special				RBC0424515	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 5 - CIVIL WAR II - Special				RBC0424514	0	Monthly	25	Active
DEADPOOL: WORLDS GREATEST VOL. 4 - TEMPORARY INSANITATION - Special				RBC0424513	0	Monthly	25	Active
DEADPOOL: WORLD’S GREATEST VOL. 3 - DEADPOOL VS. SABRETOOTH - Special				RBC0424512	0	Monthly	25	Active
DEADPOOL: WORLD’S GREATEST VOL. 2: END OF ERROR - Special				RBC0424511	0	Monthly	25	Active
DEADPOOL: WORLD’S GREATEST VOL. 1 - MILLIONAIRE WITH A MOUTH - Special				RBC0424510	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 5 - Special				RBC0424498	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 4 - Special				RBC0424497	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 3 - Special				RBC0424496	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 2 - Special				RBC0424495	0	Monthly	25	Active
DEADPOOL CLASSIC VOL. 1 - Special				RBC0424494	0	Monthly	25	Active
DEADPOOL KILLS DEADPOOL - Special				RBC0424499	0	Monthly	25	Active
DEADPOOL VS. THANOS - Special				RBC0424507	0	Monthly	25	Active
DEATH OF WOLVERINE - Special				RBC0424518	0	Monthly	25	Active
DEATH OF X - Special				RBC0424519	0	Monthly	25	Active
DOCTOR STRANGE: THE OATH - Special				RBC0424525	0	Monthly	25	Active
DOCTOR STRANGE/PUNISHER: MAGIC BULLETS - Special				RBC0424524	0	Monthly	25	Active
DRAX VOL. 1: THE GALAXYS BEST DETECTIVE - Special				RBC0424526	0	Monthly	25	Active
EARTH X - Special				RBC0424527	0	Monthly	25	Active
AMAZING SPIDER-MAN: EDGE OF SPIDER-VERSE - Special				RBC0424358	0	Monthly	25	Active
EDGE OF VENOMVERSE - Special				RBC0424528	0	Monthly	25	Active
ELEKTRA VOL. 1: BLOODLINES - Special				RBC0424529	0	Monthly	25	Active
FANTASTIC FOUR MASTERWORKS VOL. 3 - Special				RBC0424538	0	Monthly	25	Active
FANTASTIC FOUR MASTERWORKS VOL. 2 - Special				RBC0424537	0	Monthly	25	Active
FANTASTIC FOUR MASTERWORKS VOL. 1 - Special				RBC0424536	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL.6 - Special				RBC0424535	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 5 - Special				RBC0424534	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 4 - Special				RBC0424533	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 3 - Special				RBC0424532	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 2 - Special				RBC0424531	0	Monthly	25	Active
FANTASTIC FOUR BY JONATHAN HICKMAN VOL. 1 - Special				RBC0424530	0	Monthly	25	Active
GHOST RIDER VOL. 1: HELL BENT AND HEAVEN BOUND - Special				RBC0424539	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 4: REALM OF KINGS - Special				RBC0424543	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 3: WAR OF KINGS BOOK 2 - Special				RBC0424542	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 2: WAR OF KINGS BOOK 1 - Special				RBC0424541	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 1: LEGACY - Special				RBC0424540	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 4: ORIGINAL SIN - Special				RBC0424547	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 3: GUARDIANS DISASSEMBLED - Special				RBC0424546	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 2: ANGELA - Special				RBC0424545	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 1: COSMIC AVENGERS - Special				RBC0424544	0	Monthly	25	Active
GUARDIANS OF THE GALAXY VOL. 5: THROUGH THE LOOKING GLASS				RBC0455471	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 4 - GROUNDED - Special				RBC0424551	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 3 - CIVIL WAR II - Special				RBC0424550	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 2 - WANTED - Special				RBC0424549	0	Monthly	25	Active
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 1 - EMPEROR QUILL - Special				RBC0424548	0	Monthly	25	Active
HOUSE OF M - Special				RBC0424552	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 5: ESCAPE FROM THE EIGHTH CITY - Special				RBC0424561	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 4: THE MORTAL IRON FIST - Special				RBC0424560	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 3: THE BOOK OF IRON FIST - Special				RBC0424559	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 2: THE SEVEN CAPITAL CITIES OF HEAVEN - Special				RBC0424558	0	Monthly	25	Active
IMMORTAL IRON FIST VOL. 1: THE LAST IRON FIST STORY - Special				RBC0424557	0	Monthly	25	Active
HULK: PLANET HULK PRELUDE - Special				RBC0424554	0	Monthly	25	Active
HULK: PLANET HULK - Special				RBC0424553	0	Monthly	25	Active
HULK: THE END - Special				RBC0424555	0	Monthly	25	Active
INFINITY - Special				RBC0424562	0	Monthly	25	Active
INFINITY CRUSADE VOL. 2 - Special				RBC0424564	0	Monthly	25	Active
INFINITY CRUSADE VOL. 1 - Special				RBC0424563	0	Monthly	25	Active
INFINITY GAUNTLET AFTERMATH - Special				RBC0424566	0	Monthly	25	Active
INFINITY GAUNTLET - Special				RBC0424565	0	Monthly	25	Active
INFINITY WAR AFTERMATH - Special				RBC0424568	0	Monthly	25	Active
INFINITY WAR - Special				RBC0424567	0	Monthly	25	Active
INHUMAN VOL. 1: GENESIS - Special				RBC0424569	0	Monthly	25	Active
INHUMANS BY PAUL JENKINS & JAE LEE - Special				RBC0424570	0	Monthly	25	Active
INHUMANS VS. X-MEN - Special				RBC0424571	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 3: WORLDS MOST WANTED BOOK 2 - Special				RBC0424574	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 2: WORLDS MOST WANTED BOOK 1 - Special				RBC0424573	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 1: FIVE NIGHTMARES - Special				RBC0424572	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 3: CIVIL WAR II - Special				RBC0424577	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 2: THE WAR MACHINES - Special				RBC0424576	0	Monthly	25	Active
INVINCIBLE IRON MAN VOL. 1: REBOOT - Special				RBC0424575	0	Monthly	25	Active
IRON MAN: EXTREMIS - Special				RBC0424578	0	Monthly	25	Active
JESSICA JONES VOL. 2: THE SECRETS OF MARIA HILL - Special				RBC0424580	0	Monthly	25	Active
JESSICA JONES VOL. 1: UNCAGED! - Special				RBC0424579	0	Monthly	25	Active
MARVEL 1602 BY NEIL GAIMAN - Special				RBC0424582	0	Monthly	25	Active
WOLVERINE: WEAPON X - Special				RBC0424662	0	Monthly	25	Active
MARVEL ZOMBIES - Special				RBC0424583	0	Monthly	25	Active
MARVELS ANT-MAN PRELUDE - Special				RBC0424584	0	Monthly	25	Active
MARVELS CAPTAIN AMERICA: CIVIL WAR PRELUDE - Special				RBC0424585	0	Monthly	25	Active
MARVELS CAPTAIN AMERICA: THE WINTER SOLDIER PRELUDE - Special				RBC0424586	0	Monthly	25	Active
MARVELS DOCTOR STRANGE PRELUDE - Special				RBC0424587	0	Monthly	25	Active
MARVELS IRON MAN 3 PRELUDE - Special				RBC0424590	0	Monthly	25	Active
MARVELS THE AVENGERS: AGE OF ULTRON PRELUDE - Special				RBC0424591	0	Monthly	25	Active
MARVELS THOR: RAGNAROK PRELUDE - Special				RBC0424592	0	Monthly	25	Active
D4VE, Vol. 1				RBC0426092	0	Monthly	25	Active
Judge Dredd: Anderson, Psi-Division				RBC0426105	0	Monthly	25	Active
Judge Dredd: The Blessed Earth, Vol. 1				RBC0426106	0	Monthly	25	Active
Judge Dredd: The Blessed Earth, Vol. 2				RBC0429699	0	Monthly	25	Active
Ghostbusters Volume 1				RBC0426097	0	Monthly	25	Active
Ghostbusters Volume 2				RBC0426993	0	Monthly	25	Active
Ghostbusters 101: Everyone Answers The Call				RBC0426096	0	Monthly	25	Active
Ghostbusters: Displaced Aggression				RBC0426098	0	Monthly	25	Active
Teenage Mutant Ninja Turtles/Ghostbusters				RBC0426110	0	Monthly	25	Active
Teenage Mutant Ninja Turtles/Ghostbusters, Vol. 2				RBC0429706	0	Monthly	25	Active
Godzilla: Cataclysm				RBC0426101	0	Monthly	25	Active
Transformers: Autocracy				RBC0426111	0	Monthly	25	Active
Star Trek: Legion of Super-Heroes				RBC0424284	0	Monthly	25	Active
Dungeons & Dragons: The Legend of Drizzt, Vol. 1: Homeland				RBC0426095	0	Monthly	25	Active
Infinite Kung Fu				RBC0426104	0	Monthly	25	Active
The X-Files: Season 10, Vol. 2				RBC0387555	0	Monthly	25	Active
The X-Files: Season 10, Vol. 1				RBC0387554	0	Monthly	25	Active
My Little Pony: The Cutie Map				RBC0442776	0	Annually	25	Active
My Little Pony: Twilight's Kingdom				RBC0442775	0	Annually	25	Active
My Little Pony: Princess Twilight Sparkle				RBC0442774	0	Annually	25	Active
My Little Pony: The Crystal Empire				RBC0442773	0	Annually	25	Active
My Little Pony: A Canterlot Wedding				RBC0442772	0	Annually	25	Active
My Little Pony: Pageants & Ponies				RBC0442771	0	Annually	25	Active
My Little Pony: Animated, Vol. 3: The Return of Harmony				RBC0442770	0	Annually	25	Active
My Little Pony: When Cutie Calls				RBC0442769	0	Annually	25	Active
My Little Pony: The Magic Begins				RBC0442768	0	Annually	25	Active
MARVEL UNIVERSE DEADPOOL & WOLVERINE				RBC0455501	0	Annually	25	Active
THE UNBEATABLE SQUIRREL GIRL VOL. 1: SQUIRREL POWER				RBC0455560	0	Annually	25	Active
THE UNBEATABLE SQUIRREL GIRL VOL. 2: SQUIRREL YOU KNOW IT'S TRUE				RBC0455561	0	Annually	25	Active
THE UNBEATABLE SQUIRREL GIRL VOL. 3: SQUIRREL, YOU REALLY GOT ME NOW				RBC0455562	0	Annually	25	Active
SILVER SURFER: REBIRTH OF THANOS				RBC0455542	0	Annually	25	Active
SPIDER-GWEN VOL. 1: GREATER POWER				RBC0455543	0	Annually	25	Active
SPIDER-GWEN VOL. 2: WEAPON OF CHOICE				RBC0455544	0	Annually	25	Active
SPIDER-GWEN VOL. 3: LONG-DISTANCE				RBC0455545	0	Annually	25	Active
SPIDER-GWEN VOL. 4: PREDATORS				RBC0455546	0	Annually	25	Active
SPIDER-GWEN VOL. 0: MOST WANTED?				RBC0457099	0	Annually	25	Active
SPIDER-MAN: MAXIMUM CARNAGE				RBC0455547	0	Annually	25	Active
SPIDER-VERSE				RBC0455549	0	Annually	25	Active
THANOS VS. HULK				RBC0455551	0	Annually	25	Active
Coin-Op Comics Anthology: 1997-2017				RBC0455782	0	Monthly	25	Active
DEADPOOL VS. X-FORCE				RBC0455458	0	Annually	25	Active
AGENTS OF S.H.I.E.L.D. VOL. 1: THE COULSON PROTOCOLS				RBC0455439	0	Annually	25	Active
AGENTS OF S.H.I.E.L.D. VOL. 2: UNDER NEW MANAGEMENT				RBC0455440	0	Annually	25	Active
HULK: GRAY				RBC0455486	0	Annually	25	Active
CAGE!				RBC0455446	0	Annually	25	Active
NEW AVENGERS: A.I.M. VOL. 1: EVERYTHING IS NEW				RBC0455517	0	Annually	25	Active
NEW AVENGERS: A.I.M. VOL. 2: STANDOFF				RBC0455518	0	Annually	25	Active
NEW AVENGERS: A.I.M. VOL. 3: CIVIL WAR II				RBC0455519	0	Annually	25	Active
NEXTWAVE VOL. 1: THIS IS WHAT THEY WANT				RBC0455525	0	Annually	25	Active
NEXTWAVE VOL. 2: I KICK YOUR FACE				RBC0455526	0	Annually	25	Active
CLOAK AND DAGGER: LOST AND FOUND				RBC0455454	0	Annually	25	Active
ICEMAN VOL. 1: THAWING OUT				RBC0455487	0	Annually	25	Active
JESSICA JONES: AVENGER				RBC0455493	0	Annually	25	Active
LOKI: AGENT OF ASGARD VOL. 1 - TRUST ME				RBC0455494	0	Annually	25	Active
LOKI: AGENT OF ASGARD VOL. 2 - I CANNOT TELL A LIE				RBC0455495	0	Annually	25	Active
LOKI: AGENT OF ASGARD VOL. 3 - LAST DAYS				RBC0455496	0	Annually	25	Active
MARVEL UNIVERSE CAPTAIN AMERICA: CIVIL WAR				RBC0455500	0	Annually	25	Active
MARVEL UNIVERSE ULTIMATE SPIDER-MAN & THE AVENGERS				RBC0455502	0	Annually	25	Active
THE ASTONISHING ANT-MAN VOL. 1: EVERYBODY LOVES TEAM-UPS				RBC0455552	0	Annually	25	Active
THE ASTONISHING ANT-MAN VOL. 2: SMALL-TIME CRIMINAL				RBC0455553	0	Annually	25	Active
THE ASTONISHING ANT-MAN VOL. 3: THE TRIAL OF ANT-MAN				RBC0455554	0	Annually	25	Active
MIGHTY THOR VOL. 1: THUNDER IN HER VEINS				RBC0455505	0	Annually	25	Active
MIGHTY THOR VOL. 2: LORDS OF MIDGARD				RBC0455506	0	Annually	25	Active
MIGHTY THOR VOL. 3: ASGARD/SHI'AR WAR				RBC0455507	0	Annually	25	Active
THANOS IMPERATIVE				RBC0455550	0	Annually	25	Active
OZ: WONDERFUL WIZARD OF OZ				RBC0455534	0	Annually	25	Active
UNCANNY INHUMANS VOL. 1: TIME CRUSH				RBC0455565	0	Annually	25	Active
UNCANNY INHUMANS VOL. 2: THE QUIET ROOM				RBC0455566	0	Annually	25	Active
UNCANNY INHUMANS VOL. 3: CIVIL WAR II				RBC0455567	0	Annually	25	Active
UNCANNY INHUMANS VOL. 4: IVX				RBC0455568	0	Annually	25	Active
UNCANNY X-MEN: SUPERIOR VOL. 1 - SURVIVAL OF THE FITTEST				RBC0455572	0	Annually	25	Active
UNCANNY X-MEN: SUPERIOR VOL. 2 - APOCALYPSE WARS				RBC0455573	0	Annually	25	Active
UNCANNY X-MEN: SUPERIOR VOL. 3 - WAKING FROM THE DREAM				RBC0455574	0	Annually	25	Active
UNCANNY X-MEN: SUPERIOR VOL. 4 - IVX				RBC0455575	0	Annually	25	Active
VENOM VOL. 1: HOMECOMING				RBC0455576	0	Annually	25	Active
VENOM VOL. 2: LAND BEFORE CRIME				RBC0455577	0	Annually	25	Active
VENOM: CARNAGE UNLEASHED				RBC0455578	0	Annually	25	Active
VENOM: DARK ORIGIN				RBC0455579	0	Annually	25	Active
VENOMVERSE				RBC0455580	0	Annually	25	Active
WOLVERINE BY CLAREMONT AND MILLER				RBC0455581	0	Annually	25	Active
WOLVERINE VS. DEADPOOL				RBC0455582	0	Annually	25	Active
X-MEN GOLD VOL. 1: BACK TO THE BASICS				RBC0455583	0	Annually	25	Active
X-MEN GOLD VOL. 2: EVIL EMPIRES				RBC0455584	0	Annually	25	Active
X-MEN: BATTLE OF THE ATOM				RBC0455585	0	Annually	25	Active
FIGMENT 2: LEGACY OF IMAGINATION				RBC0455468	0	Annually	25	Active
GENERATIONS				RBC0455469	0	Annually	25	Active
GUARDIANS OF THE GALAXY & X-MEN: THE BLACK VORTEX				RBC0455470	0	Annually	25	Active
GWENPOOL, THE UNBELIEVABLE VOL. 1: BELIEVE IT				RBC0455472	0	Annually	25	Active
GWENPOOL, THE UNBELIEVABLE VOL. 2: HEAD OF M.O.D.O.K.				RBC0455473	0	Annually	25	Active
HAUNTED MANSION				RBC0455474	0	Annually	25	Active
HAWKEYE VOL. 2: LITTLE HITS				RBC0455475	0	Annually	25	Active
HAWKEYE VOL. 1: MY LIFE AS A WEAPON				RBC0455476	0	Annually	25	Active
HAWKEYE VOL. 3: L.A. WOMAN				RBC0455477	0	Annually	25	Active
HAWKEYE VOL. 4: RIO BRAVO				RBC0455478	0	Annually	25	Active
HAWKEYE VOL. 5: ALL-NEW HAWKEYE				RBC0455479	0	Annually	25	Active
HAWKEYE VOL. 6: HAWKEYES				RBC0455480	0	Annually	25	Active
HAWKEYE: KATE BISHOP VOL. 1 - ANCHOR POINTS				RBC0455482	0	Annually	25	Active
HAWKEYE: KATE BISHOP VOL. 2 - MASKS				RBC0455483	0	Annually	25	Active
HAWKEYE VS. DEADPOOL				RBC0455481	0	Annually	25	Active
HOWARD THE DUCK VOL. 1: DUCK HUNT				RBC0455484	0	Annually	25	Active
HULK: FUTURE IMPERFECT				RBC0455485	0	Annually	25	Active
PRIDE AND PREJUDICE				RBC0455538	0	Annually	25	Active
OZ: ROAD TO OZ				RBC0455531	0	Annually	25	Active
SENSE AND SENSIBILITY				RBC0455539	0	Annually	25	Active
SIEGE				RBC0455540	0	Annually	25	Active
SILVER SURFER VOL. 1: NEW DAWN				RBC0455541	0	Annually	25	Active
IRON MAN MASTERWORKS VOL. 1				RBC0455491	0	Annually	25	Active
IRON MAN MASTERWORKS VOL. 2				RBC0455492	0	Annually	25	Active
The Little Book of Knowledge: Sharks				RBC0455785	0	Monthly	25	Active
The Little Book of Knowledge: New Hollywood				RBC0457404	0	Monthly	25	Active
Transformers: Lost Light, Vol. 1				RBC0455689	0	Monthly	25	Active
Transformers: Lost Light, Vol. 2				RBC0455690	0	Monthly	25	Active
Transformers: Lost Light, Vol. 3				RBC0455691	0	Monthly	25	Active
Transformers: Optimus Prime, Vol. 1				RBC0455692	0	Monthly	25	Active
Transformers: Optimus Prime, Vol. 2				RBC0455693	0	Monthly	25	Active
Transformers: Optimus Prime, Vol. 3				RBC0455694	0	Monthly	25	Active
Transformers: Last Stand of the Wreckers				RBC0455695	0	Monthly	25	Active
Transformers: The Wreckers Saga				RBC0457405	0	Monthly	25	Active
Starstruck: Old Proldiers Never Die				RBC0455696	0	Monthly	25	Active
The Story of My Tits				RBC0455712	0	Monthly	25	Active
Jem and the Holograms, Vol. 1: Showtime				RBC0455715	0	Monthly	25	Active
Jem and the Holograms, Vol. 2: Viral				RBC0455716	0	Monthly	25	Active
Jem and the Holograms, Vol. 3: Dark Jem				RBC0455717	0	Monthly	25	Active
Jem and the Holograms, Vol. 4: Enter The Stingers				RBC0455718	0	Monthly	25	Active
Jem and the Holograms, Vol. 5: Truly Outrageous				RBC0455719	0	Monthly	25	Active
Jem and the Holograms: Dimensions				RBC0455720	0	Monthly	25	Active
Cat n Bat				RBC0455721	0	Monthly	25	Active
Strong Female Protagonist: Book One				RBC0455713	0	Monthly	25	Active
Strong Female Protagonist, Book Two				RBC0455714	0	Monthly	25	Active
Haunted Horror, Vol. 6: Nightmare of Doom! And Much, Much More				RBC0455722	0	Monthly	25	Active
G.I. Joe vs. The Six Million Dollar Man				RBC0457408	0	Monthly	25	Active
Wards Valley				RBC0455724	0	Monthly	25	Active
Transformers: Till All Are One, Vol. 1				RBC0455725	0	Monthly	25	Active
Transformers: Till All Are One, Vol. 2				RBC0455726	0	Monthly	25	Active
Transformers: Till All Are One, Vol. 3				RBC0455727	0	Monthly	25	Active
Underwhere				RBC0455728	0	Monthly	25	Active
Violette Around the World, Vol. 1: My Head In the Clouds				RBC0455729	0	Monthly	25	Active
Prison Ship				RBC0455730	0	Monthly	25	Active
Goosebumps: Monsters At Midnight				RBC0455731	0	Monthly	25	Active
Half Past Danger II: Dead To Reichs				RBC0455732	0	Monthly	25	Active
My Little Pony: Legends of Magic, Vol. 1				RBC0455734	0	Monthly	25	Active
My Little Pony: Legends of Magic Annual 2018				RBC0455735	0	Monthly	25	Active
My Little Pony: Legends of Magic, Vol. 2				RBC0455736	0	Monthly	25	Active
Powerpuff Girls: The Bureau of Bad				RBC0455769	0	Monthly	25	Active
Samurai Jack: Quantum Jack				RBC0455770	0	Monthly	25	Active
Scarlett's Strike Force				RBC0455771	0	Monthly	25	Active
Star Trek: Boldly Go, Vol. 1				RBC0455772	0	Monthly	25	Active
Star Trek: Boldly Go, Vol. 2				RBC0455773	0	Monthly	25	Active
Star Trek: Boldly Go, Vol. 3				RBC0455774	0	Monthly	25	Active
The Infinite Loop, Vol. 1				RBC0455779	0	Monthly	25	Active
The Infinite Loop, Vol. 2: Nothing But the Truth				RBC0455780	0	Monthly	25	Active
Four Sisters, Vol. 1: Enid				RBC0455781	0	Monthly	25	Active
Stretch Armstrong and the Flex Fighters				RBC0455783	0	Monthly	25	Active
Gumballs				RBC0455784	0	Monthly	25	Active
Cloud Hotel				RBC0455803	0	Monthly	25	Active
My Little Pony: The Cutie Re-Mark				RBC0455804	0	Monthly	25	Active
Ghostbusters: Answer the Call				RBC0455806	0	Monthly	25	Active
Diablo House				RBC0455808	0	Monthly	25	Active
Gears of War: The Rise of RAAM				RBC0455809	0	Monthly	25	Active
Luna the Vampire: Pickled Zits				RBC0455822	0	Monthly	25	Active
Any Empire				RBC0455823	0	Monthly	25	Active
ALL-NEW CAPTAIN AMERICA: FEAR HIM - Special				RBC0424325	0	Monthly	25	Active
ETERNALS BY NEIL GAIMAN				RBC0455461	0	Annually	25	Active
EXTRAORDINARY X-MEN VOL. 1: X-HAVEN				RBC0455462	0	Annually	25	Active
EXTRAORDINARY X-MEN VOL. 2: APOCALYPSE WARS				RBC0455463	0	Annually	25	Active
EXTRAORDINARY X-MEN VOL. 3: KINGDOMS FALL				RBC0455464	0	Annually	25	Active
EXTRAORDINARY X-MEN VOL. 4: IVX				RBC0455465	0	Annually	25	Active
FEAR ITSELF				RBC0455466	0	Annually	25	Active
MONSTERS UNLEASHED				RBC0455510	0	Annually	25	Active
NEW AVENGERS: ILLUMINATI				RBC0455520	0	Annually	25	Active
LUKE CAGE: AVENGER				RBC0455497	0	Annually	25	Active
CAPTAIN AMERICA/BLACK PANTHER: FLAGS OF OUR FATHERS				RBC0455447	0	Annually	25	Active
CARNAGE: FAMILY FEUD				RBC0455448	0	Annually	25	Active
ORIGINAL SIN				RBC0455527	0	Annually	25	Active
ORIGINAL SIN BY AARON & DEODATO				RBC0455528	0	Annually	25	Active
OZ: OZMA OF OZ				RBC0455530	0	Annually	25	Active
PATSY WALKER, A.K.A. HELLCAT! VOL. 1: HOOKED ON A FELINE				RBC0455535	0	Annually	25	Active
POWER MAN AND IRON FIST VOL. 1: THE BOYS ARE BACK IN TOWN				RBC0455536	0	Annually	25	Active
POWER MAN AND IRON FIST VOL. 2: CIVIL WAR II				RBC0455537	0	Annually	25	Active
CIVIL WAR: FRONT LINE VOL. 1				RBC0455452	0	Annually	25	Active
CIVIL WAR: FRONT LINE VOL. 2				RBC0455453	0	Annually	25	Active
Powerpuff Girls Classics Vol. 2: Power Up				RBC0424280	0	Monthly	25	Active
Powerpuff Girls Classics Vol. 1: Power Party				RBC0424279	0	Monthly	25	Active
Parker: The Outfit				RBC0424298	0	Monthly	25	Active
Star Trek: Mirror Images				RBC0424283	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Black & White Classics Vol. 2				RBC0424258	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Black & White Classics Vol. 1				RBC0424257	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Microseries Vol. 1				RBC0424251	0	Monthly	25	Active
Teenage Mutant Ninja Turtles: Secret History of the Foot Clan				RBC0424247	0	Monthly	25	Active
Godzilla: Half Century War				RBC0426102	0	Monthly	25	Active
Judge Dredd: The Dark Judges				RBC0426107	0	Monthly	25	Active
Mars Attacks Judge Dredd				RBC0426108	0	Monthly	25	Active
